commit ID;text;predicted_decision;predicted_rationale
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;" - Make and config files were included as candidates if they contained >5
   lines of source
 - File already had some variant of a license header in it (even if <5
   lines)";1;1
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;All documentation files were explicitly excluded;1;1
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;"The following heuristics were used to determine which SPDX license
identifiers to apply";1;0
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;" - when both scanners couldn't find any license traces, file was
   considered to have no license information in it, and the top level
   COPYING file license applied";1;1
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;   For non */uapi/* files that summary was;1;1
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;"   SPDX license identifier                            # files
   GPL-2.0                                              11139
   and resulted in the first patch in this series";0;0
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;"   If that file was a */uapi/* path one, it was ""GPL-2.0 WITH
   Linux-syscall-note"" otherwise it was ""GPL-2.0""";1;0
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk; Results of that was;0;1
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;"   SPDX license identifier                            # files
   GPL-2.0 WITH Linux-syscall-note                        930
   and resulted in the second patch in this series";0;0
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;" - if a file had some form of licensing information in it, and was one
   of the */uapi/* ones, it was denoted with the Linux-syscall-note if
   any GPL family license was found in the file or had no licensing in
   it (per prior point)";1;0
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk; Results summary;0;1
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;"   SPDX license identifier                            # files
   GPL-2.0 WITH Linux-syscall-note                       270
   GPL-2.0+ WITH Linux-syscall-note                      169
   ((GPL-2.0 WITH Linux-syscall-note) OR BSD-2-Clause)    21
   ((GPL-2.0 WITH Linux-syscall-note) OR BSD-3-Clause)    17
   LGPL-2.1+ WITH Linux-syscall-note                      15
   GPL-1.0+ WITH Linux-syscall-note                       14
   ((GPL-2.0+ WITH Linux-syscall-note) OR BSD-3-Clause)    5
   LGPL-2.0+ WITH Linux-syscall-note                       4
   LGPL-2.1 WITH Linux-syscall-note                        3
   ((GPL-2.0 WITH Linux-syscall-note) OR MIT)              3
   ((GPL-2.0 WITH Linux-syscall-note) AND MIT)             1
   and that resulted in the third patch in this series";0;0
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;" - when the two scanners agreed on the detected license(s), that became
   the concluded license(s)";0;0
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;" - when there was disagreement between the two scanners (one detected a
   license but the other didn't, or they both detected different
   licenses) a manual inspection of the file occurred";0;1
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;" - In most cases a manual inspection of the information in the file
   resulted in a clear resolution of the license that should apply (and
   which scanner probably needed to revisit its heuristics)";0;1
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;" - When it was not immediately clear, the license identifier was
   confirmed with lawyers working with the Linux Foundation";0;0
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;" - If there was any question as to the appropriate license identifier,
   the file was flagged for further research and to be revisited later
   in time";1;0
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;"In total, over 70 hours of logged manual review was done on the
spreadsheet to determine the SPDX license identifiers to apply to the
source files by Kate, Philippe, Thomas and, in some cases, confirmation
by lawyers working with the Linux Foundation";0;0
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;"Kate also obtained a third independent scan of the 4.13 code base from
FOSSology, and compared selected files where the other two scanners
disagreed against that SPDX file, to see if there was new insights";1;1
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;" The
Windriver scanner is based on an older version of FOSSology in part, so
they are related";0;0
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;"Thomas did random spot checks in about 500 files from the spreadsheets
for the uapi headers and agreed with SPDX license identifier in the
files he inspected";0;0
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;"For the non-uapi files Thomas did random spot checks
in about 15000 files";0;1
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;"In initial set of patches against 4.14-rc6, 3 files were found to have
copy/paste license identifier errors, and have been fixed to reflect the
correct identifier";0;1
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;"Additionally Philippe spent 10 hours this week doing a detailed manual
inspection and review of the 12,461 patched files from the initial patch
version early this week with";0;0
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;" - a full scancode scan run, collecting the matched texts, detected
   license ids and scores
 - reviewing anything where there was a license detected (about 500+
   files) to ensure that the applied SPDX license was correct
 - reviewing anything where there was no detection but the patch license
   was not GPL-2.0 WITH Linux-syscall-note to ensure that the applied
   SPDX license was correct
This produced a worksheet with 20 files needing minor correction";1;0
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;" This
worksheet was then exported into 3 different .csv files for the
different types of files to be modified";0;0
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;These .csv files were then reviewed by Greg;0;0
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;" Thomas wrote a script to
parse the csv files and add the proper SPDX tag to the file, in the
format that the file expected";1;1
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;" This script was further refined by Greg
based on the output to detect more types of files automatically and to
distinguish between header and source .c files (which need different
comment types.)  Finally Greg ran the script using the .csv files to
generate the patches.";1;1
MDY6Q29tbWl0MjMyNTI5ODpkOTJhOGNmY2IzN2VjZDEzMTUyNjlkYWI3NDFmMDczYjYzYjNhOGI2;locking/lockdep: Rework FS_RECLAIM annotation;1;1
MDY6Q29tbWl0MjMyNTI5ODpkOTJhOGNmY2IzN2VjZDEzMTUyNjlkYWI3NDFmMDczYjYzYjNhOGI2;"A while ago someone, and I cannot find the email just now, asked if we
could not implement the RECLAIM_FS inversion stuff with a 'fake' lock
like we use for other things like workqueues etc";1;0
MDY6Q29tbWl0MjMyNTI5ODpkOTJhOGNmY2IzN2VjZDEzMTUyNjlkYWI3NDFmMDczYjYzYjNhOGI2;"I think this should
be possible which allows reducing the 'irq' states and will reduce the
amount of __bfs() lookups we do";1;1
MDY6Q29tbWl0MjMyNTI5ODpkOTJhOGNmY2IzN2VjZDEzMTUyNjlkYWI3NDFmMDczYjYzYjNhOGI2;"Removing the 1 IRQ state results in 4 less __bfs() walks per
dependency, improving lockdep performance";0;1
MDY6Q29tbWl0MjMyNTI5ODpkOTJhOGNmY2IzN2VjZDEzMTUyNjlkYWI3NDFmMDczYjYzYjNhOGI2;"And by moving this
annotation out of the lockdep code it becomes easier for the mm people
to extend.";1;1
MDY6Q29tbWl0MjMyNTI5ODo1ZjBkNWEzYWU3Y2ZmMGQ3ZmE5NDNjMTk5YzNhMmU0NGYyM2UxZmFj;mm: Rename SLAB_DESTROY_BY_RCU to SLAB_TYPESAFE_BY_RCU;1;0
MDY6Q29tbWl0MjMyNTI5ODo1ZjBkNWEzYWU3Y2ZmMGQ3ZmE5NDNjMTk5YzNhMmU0NGYyM2UxZmFj;"A group of Linux kernel hackers reported chasing a bug that resulted
from their assumption that SLAB_DESTROY_BY_RCU provided an existence
guarantee, that is, that no block from such a slab would be reallocated
during an RCU read-side critical section";1;1
MDY6Q29tbWl0MjMyNTI5ODo1ZjBkNWEzYWU3Y2ZmMGQ3ZmE5NDNjMTk5YzNhMmU0NGYyM2UxZmFj;" Of course, that is not the
case";0;1
MDY6Q29tbWl0MjMyNTI5ODo1ZjBkNWEzYWU3Y2ZmMGQ3ZmE5NDNjMTk5YzNhMmU0NGYyM2UxZmFj;" Instead, SLAB_DESTROY_BY_RCU only prevents freeing of an entire
slab of blocks";1;1
MDY6Q29tbWl0MjMyNTI5ODo1ZjBkNWEzYWU3Y2ZmMGQ3ZmE5NDNjMTk5YzNhMmU0NGYyM2UxZmFj;"However, there is a phrase for this, namely ""type safety""";0;1
MDY6Q29tbWl0MjMyNTI5ODo1ZjBkNWEzYWU3Y2ZmMGQ3ZmE5NDNjMTk5YzNhMmU0NGYyM2UxZmFj;" This commit
therefore renames SLAB_DESTROY_BY_RCU to SLAB_TYPESAFE_BY_RCU in order
to avoid future instances of this sort of confusion.";1;1
MDY6Q29tbWl0MjMyNTI5ODo4OWUzNjRkYjcxZmI1ZTdmYzhkOTMyMjgxNTJhYmZhNjdkYWYzNWZh;slub: move synchronize_sched out of slab_mutex on shrink;1;0
MDY6Q29tbWl0MjMyNTI5ODo4OWUzNjRkYjcxZmI1ZTdmYzhkOTMyMjgxNTJhYmZhNjdkYWYzNWZh;"synchronize_sched() is a heavy operation and calling it per each cache
owned by a memory cgroup being destroyed may take quite some time";1;0
MDY6Q29tbWl0MjMyNTI5ODo4OWUzNjRkYjcxZmI1ZTdmYzhkOTMyMjgxNTJhYmZhNjdkYWYzNWZh;" What
is worse, it's currently called under the slab_mutex, stalling all works
doing cache creation/destruction";0;1
MDY6Q29tbWl0MjMyNTI5ODo4OWUzNjRkYjcxZmI1ZTdmYzhkOTMyMjgxNTJhYmZhNjdkYWYzNWZh;"Actually, there isn't much point in calling synchronize_sched() for each
cache - it's enough to call it just once - after setting cpu_partial for
all caches and before shrinking them";1;1
MDY6Q29tbWl0MjMyNTI5ODo4OWUzNjRkYjcxZmI1ZTdmYzhkOTMyMjgxNTJhYmZhNjdkYWYzNWZh;" This way, we can also move it out
of the slab_mutex, which we have to hold for iterating over the slab
cache list.";1;1
MDY6Q29tbWl0MjMyNTI5ODo1MmI0Yjk1MGI1MDc0MGJmZjUwN2E2MjkwN2U4NjcxMDc0M2MyMmU3;mm: slab: free kmem_cache_node after destroy sysfs file;0;0
MDY6Q29tbWl0MjMyNTI5ODo1MmI0Yjk1MGI1MDc0MGJmZjUwN2E2MjkwN2U4NjcxMDc0M2MyMmU3;"When slub_debug alloc_calls_show is enabled we will try to track
location and user of slab object on each online node, kmem_cache_node
structure and cpu_cache/cpu_slub shouldn't be freed till there is the
last reference to sysfs file";0;1
MDY6Q29tbWl0MjMyNTI5ODo1MmI0Yjk1MGI1MDc0MGJmZjUwN2E2MjkwN2U4NjcxMDc0M2MyMmU3;This fixes the following panic;0;1
MDY6Q29tbWl0MjMyNTI5ODo1MmI0Yjk1MGI1MDc0MGJmZjUwN2E2MjkwN2U4NjcxMDc0M2MyMmU3;"   BUG: unable to handle kernel NULL pointer dereference at 0000000000000020
   IP:  list_locations+0x169/0x4e0
   PGD 257304067 PUD 438456067 PMD 0
   Oops: 0000 [#1] SMP
   CPU: 3 PID: 973074 Comm: cat ve: 0 Not tainted 3.10.0-229.7.2.ovz.9.30-00007-japdoll-dirty #2 9.30
   Hardware name: DEPO Computers To Be Filled By O.E.M./H67DE3, BIOS L1.60c 07/14/2011
   task: ffff88042a5dc5b0 ti: ffff88037f8d8000 task.ti: ffff88037f8d8000
   RIP: list_locations+0x169/0x4e0
   Separated __kmem_cache_release from __kmem_cache_shutdown which now
called on slab_kmem_cache_release (after the last reference to sysfs
file object has dropped)";0;0
MDY6Q29tbWl0MjMyNTI5ODo1MmI0Yjk1MGI1MDc0MGJmZjUwN2E2MjkwN2U4NjcxMDc0M2MyMmU3;"Reintroduced locking in free_partial as sysfs file might access cache's
partial list after shutdowning - partial revert of the commit
69cb8e6b7c29 (""slub: free slabs without holding locks"")";0;0
MDY6Q29tbWl0MjMyNTI5ODo1MmI0Yjk1MGI1MDc0MGJmZjUwN2E2MjkwN2U4NjcxMDc0M2MyMmU3;" Zap
__remove_partial and use remove_partial (w/o underscores) as
free_partial now takes list_lock which s partial revert for commit
1e4dd9461fab (""slub: do not assert not having lock in removing freed
partial"")";0;0
MDY6Q29tbWl0MjMyNTI5ODo4NjU3NjJhODExOWU3NGI1ZjBlMjM2ZDJkOGVhYWY4YmU5MjkyYTA2;slab/slub: adjust kmem_cache_alloc_bulk API;0;0
MDY6Q29tbWl0MjMyNTI5ODo4NjU3NjJhODExOWU3NGI1ZjBlMjM2ZDJkOGVhYWY4YmU5MjkyYTA2;Adjust kmem_cache_alloc_bulk API before we have any real users;0;0
MDY6Q29tbWl0MjMyNTI5ODo4NjU3NjJhODExOWU3NGI1ZjBlMjM2ZDJkOGVhYWY4YmU5MjkyYTA2;Adjust API to return type 'int' instead of previously type 'bool';1;1
MDY6Q29tbWl0MjMyNTI5ODo4NjU3NjJhODExOWU3NGI1ZjBlMjM2ZDJkOGVhYWY4YmU5MjkyYTA2;" This
is done to allow future extension of the bulk alloc API";1;1
MDY6Q29tbWl0MjMyNTI5ODo4NjU3NjJhODExOWU3NGI1ZjBlMjM2ZDJkOGVhYWY4YmU5MjkyYTA2;"A future extension could be to allow SLUB to stop at a page boundary, when
specified by a flag, and then return the number of objects";0;1
MDY6Q29tbWl0MjMyNTI5ODo4NjU3NjJhODExOWU3NGI1ZjBlMjM2ZDJkOGVhYWY4YmU5MjkyYTA2;"The advantage of this approach, would make it easier to make bulk alloc
run without local IRQs disabled";0;1
MDY6Q29tbWl0MjMyNTI5ODo4NjU3NjJhODExOWU3NGI1ZjBlMjM2ZDJkOGVhYWY4YmU5MjkyYTA2;" With an approach of cmpxchg ""stealing""
the entire c->freelist or page->freelist";0;0
MDY6Q29tbWl0MjMyNTI5ODo4NjU3NjJhODExOWU3NGI1ZjBlMjM2ZDJkOGVhYWY4YmU5MjkyYTA2;" To avoid overshooting we would
stop processing at a slab-page boundary";0;0
MDY6Q29tbWl0MjMyNTI5ODo4NjU3NjJhODExOWU3NGI1ZjBlMjM2ZDJkOGVhYWY4YmU5MjkyYTA2;" Else we always end up returning
some objects at the cost of another cmpxchg";1;1
MDY6Q29tbWl0MjMyNTI5ODo4NjU3NjJhODExOWU3NGI1ZjBlMjM2ZDJkOGVhYWY4YmU5MjkyYTA2;"To keep compatible with future users of this API linking against an older
kernel when using the new flag, we need to return the number of allocated
objects with this API change.";1;1
MDY6Q29tbWl0MjMyNTI5ODo5NmRiODAwZjVkNzNjZDVjNDk0NjEyNTNkNDU3NjZlMDk0ZjBmOGMy;mm: rename alloc_pages_exact_node() to __alloc_pages_node();1;1
MDY6Q29tbWl0MjMyNTI5ODo5NmRiODAwZjVkNzNjZDVjNDk0NjEyNTNkNDU3NjZlMDk0ZjBmOGMy;"alloc_pages_exact_node() was introduced in commit 6484eb3e2a81 (""page
allocator: do not check NUMA node ID when the caller knows the node is
valid"") as an optimized variant of alloc_pages_node(), that doesn't
fallback to current node for nid == NUMA_NO_NODE";0;1
MDY6Q29tbWl0MjMyNTI5ODo5NmRiODAwZjVkNzNjZDVjNDk0NjEyNTNkNDU3NjZlMDk0ZjBmOGMy;" Unfortunately the
name of the function can easily suggest that the allocation is
restricted to the given node and fails otherwise";0;1
MDY6Q29tbWl0MjMyNTI5ODo5NmRiODAwZjVkNzNjZDVjNDk0NjEyNTNkNDU3NjZlMDk0ZjBmOGMy;" In truth, the node is
only preferred, unless __GFP_THISNODE is passed among the gfp flags";0;0
MDY6Q29tbWl0MjMyNTI5ODo5NmRiODAwZjVkNzNjZDVjNDk0NjEyNTNkNDU3NjZlMDk0ZjBmOGMy;"The misleading name has lead to mistakes in the past, see for example
commits 5265047ac301 (""mm, thp: really limit transparent hugepage
allocation to local node"") and b360edb43f8e (""mm, mempolicy";0;1
MDY6Q29tbWl0MjMyNTI5ODo5NmRiODAwZjVkNzNjZDVjNDk0NjEyNTNkNDU3NjZlMDk0ZjBmOGMy;"migrate_to_node should only migrate to node"")";0;1
MDY6Q29tbWl0MjMyNTI5ODo5NmRiODAwZjVkNzNjZDVjNDk0NjEyNTNkNDU3NjZlMDk0ZjBmOGMy;"Another issue with the name is that there's a family of
alloc_pages_exact*() functions where 'exact' means exact size (instead
of page order), which leads to more confusion";0;1
MDY6Q29tbWl0MjMyNTI5ODo5NmRiODAwZjVkNzNjZDVjNDk0NjEyNTNkNDU3NjZlMDk0ZjBmOGMy;"To prevent further mistakes, this patch effectively renames
alloc_pages_exact_node() to __alloc_pages_node() to better convey that
it's an optimized variant of alloc_pages_node() not intended for general
usage";0;1
MDY6Q29tbWl0MjMyNTI5ODo5NmRiODAwZjVkNzNjZDVjNDk0NjEyNTNkNDU3NjZlMDk0ZjBmOGMy; Both functions get described in comments;1;0
MDY6Q29tbWl0MjMyNTI5ODo5NmRiODAwZjVkNzNjZDVjNDk0NjEyNTNkNDU3NjZlMDk0ZjBmOGMy;"It has been also considered to really provide a convenience function for
allocations restricted to a node, but the major opinion seems to be that
__GFP_THISNODE already provides that functionality and we shouldn't
duplicate the API needlessly";0;1
MDY6Q29tbWl0MjMyNTI5ODo5NmRiODAwZjVkNzNjZDVjNDk0NjEyNTNkNDU3NjZlMDk0ZjBmOGMy;" The number of users would be small
anyway";0;1
MDY6Q29tbWl0MjMyNTI5ODo5NmRiODAwZjVkNzNjZDVjNDk0NjEyNTNkNDU3NjZlMDk0ZjBmOGMy;"Existing callers of alloc_pages_exact_node() are simply converted to
call __alloc_pages_node(), with the exception of sba_alloc_coherent()
which open-codes the check for NUMA_NO_NODE, so it is converted to use
alloc_pages_node() instead";0;1
MDY6Q29tbWl0MjMyNTI5ODo5NmRiODAwZjVkNzNjZDVjNDk0NjEyNTNkNDU3NjZlMDk0ZjBmOGMy;" This means it no longer performs some
VM_BUG_ON checks, and since the current check for nid in
alloc_pages_node() uses a 'nid < 0' comparison (which includes
NUMA_NO_NODE), it may hide wrong values which would be previously
exposed";0;1
MDY6Q29tbWl0MjMyNTI5ODo5NmRiODAwZjVkNzNjZDVjNDk0NjEyNTNkNDU3NjZlMDk0ZjBmOGMy;Both differences will be rectified by the next patch;0;0
MDY6Q29tbWl0MjMyNTI5ODo5NmRiODAwZjVkNzNjZDVjNDk0NjEyNTNkNDU3NjZlMDk0ZjBmOGMy;"To sum up, this patch makes no functional changes, except temporarily
hiding potentially buggy callers";1;1
MDY6Q29tbWl0MjMyNTI5ODo5NmRiODAwZjVkNzNjZDVjNDk0NjEyNTNkNDU3NjZlMDk0ZjBmOGMy;" Restricting the checks in
alloc_pages_node() is left for the next patch which can in turn expose
more existing buggy callers.";0;1
MDY6Q29tbWl0MjMyNTI5ODo0ODQ3NDhmMGI2NWExOTUwYjJiOTNmNDQ0YTIyODdlOGRkMmNlZGQ2;slab: infrastructure for bulk object allocation and freeing;0;0
MDY6Q29tbWl0MjMyNTI5ODo0ODQ3NDhmMGI2NWExOTUwYjJiOTNmNDQ0YTIyODdlOGRkMmNlZGQ2;Add the basic infrastructure for alloc/free operations on pointer arrays;1;1
MDY6Q29tbWl0MjMyNTI5ODo0ODQ3NDhmMGI2NWExOTUwYjJiOTNmNDQ0YTIyODdlOGRkMmNlZGQ2;"It includes a generic function in the common slab code that is used in
this infrastructure patch to create the unoptimized functionality for slab
bulk operations";1;0
MDY6Q29tbWl0MjMyNTI5ODo0ODQ3NDhmMGI2NWExOTUwYjJiOTNmNDQ0YTIyODdlOGRkMmNlZGQ2;"Allocators can then provide optimized allocation functions for situations
in which large numbers of objects are needed";0;1
MDY6Q29tbWl0MjMyNTI5ODo0ODQ3NDhmMGI2NWExOTUwYjJiOTNmNDQ0YTIyODdlOGRkMmNlZGQ2;" These optimization may
avoid taking locks repeatedly and bypass metadata creation if all objects
in slab pages can be used to provide the objects required";1;1
MDY6Q29tbWl0MjMyNTI5ODo0ODQ3NDhmMGI2NWExOTUwYjJiOTNmNDQ0YTIyODdlOGRkMmNlZGQ2;"Allocators can extend the skeletons provided and add their own code to the
bulk alloc and free functions";1;0
MDY6Q29tbWl0MjMyNTI5ODo0ODQ3NDhmMGI2NWExOTUwYjJiOTNmNDQ0YTIyODdlOGRkMmNlZGQ2;" They can keep the generic allocation and
freeing and just fall back to those if optimizations would not work (like
for example when debugging is on).";0;1
MDY6Q29tbWl0MjMyNTI5ODpjMjFhNmRhZjQ2NmE3YmZhN2JjMmFjNTk0ODM3YTFjZTc5M2E3OTYw;slob: make slob_alloc_node() static and remove EXPORT_SYMBOL();1;0
MDY6Q29tbWl0MjMyNTI5ODpjMjFhNmRhZjQ2NmE3YmZhN2JjMmFjNTk0ODM3YTFjZTc5M2E3OTYw;slob_alloc_node() is only used in slob.c;0;1
MDY6Q29tbWl0MjMyNTI5ODpjMjFhNmRhZjQ2NmE3YmZhN2JjMmFjNTk0ODM3YTFjZTc5M2E3OTYw;" Remove the EXPORT_SYMBOL and
make slob_alloc_node() static.";1;1
MDY6Q29tbWl0MjMyNTI5ODpkNmUwYjdmYTExODYyNDMzNzczZDk4NmI1Zjk5NWZmZGY0N2NlNjcy;slub: make dead caches discard free slabs immediately;1;1
MDY6Q29tbWl0MjMyNTI5ODpkNmUwYjdmYTExODYyNDMzNzczZDk4NmI1Zjk5NWZmZGY0N2NlNjcy;"To speed up further allocations SLUB may store empty slabs in per cpu/node
partial lists instead of freeing them immediately";1;1
MDY6Q29tbWl0MjMyNTI5ODpkNmUwYjdmYTExODYyNDMzNzczZDk4NmI1Zjk5NWZmZGY0N2NlNjcy;" This prevents per
memcg caches destruction, because kmem caches created for a memory cgroup
are only destroyed after the last page charged to the cgroup is freed";0;0
MDY6Q29tbWl0MjMyNTI5ODpkNmUwYjdmYTExODYyNDMzNzczZDk4NmI1Zjk5NWZmZGY0N2NlNjcy;To fix this issue, this patch resurrects approach first proposed in [1];1;1
MDY6Q29tbWl0MjMyNTI5ODpkNmUwYjdmYTExODYyNDMzNzczZDk4NmI1Zjk5NWZmZGY0N2NlNjcy;"It forbids SLUB to cache empty slabs after the memory cgroup that the
cache belongs to was destroyed";0;0
MDY6Q29tbWl0MjMyNTI5ODpkNmUwYjdmYTExODYyNDMzNzczZDk4NmI1Zjk5NWZmZGY0N2NlNjcy;" It is achieved by setting kmem_cache's
cpu_partial and min_partial constants to 0 and tuning put_cpu_partial() so
that it would drop frozen empty slabs immediately if cpu_partial = 0";1;1
MDY6Q29tbWl0MjMyNTI5ODpkNmUwYjdmYTExODYyNDMzNzczZDk4NmI1Zjk5NWZmZGY0N2NlNjcy;The runtime overhead is minimal;0;0
MDY6Q29tbWl0MjMyNTI5ODpkNmUwYjdmYTExODYyNDMzNzczZDk4NmI1Zjk5NWZmZGY0N2NlNjcy;" From all the hot functions, we only
touch relatively cold put_cpu_partial(): we make it call
unfreeze_partials() after freezing a slab that belongs to an offline
memory cgroup";1;1
MDY6Q29tbWl0MjMyNTI5ODpkNmUwYjdmYTExODYyNDMzNzczZDk4NmI1Zjk5NWZmZGY0N2NlNjcy;" Since slab freezing exists to avoid moving slabs from/to a
partial list on free/alloc, and there can't be allocations from dead
caches, it shouldn't cause any overhead";1;1
MDY6Q29tbWl0MjMyNTI5ODpkNmUwYjdmYTExODYyNDMzNzczZDk4NmI1Zjk5NWZmZGY0N2NlNjcy;" We do have to disable preemption
for put_cpu_partial() to achieve that though";0;1
MDY6Q29tbWl0MjMyNTI5ODpkNmUwYjdmYTExODYyNDMzNzczZDk4NmI1Zjk5NWZmZGY0N2NlNjcy;The original patch was accepted well and even merged to the mm tree;1;1
MDY6Q29tbWl0MjMyNTI5ODpkNmUwYjdmYTExODYyNDMzNzczZDk4NmI1Zjk5NWZmZGY0N2NlNjcy;"However, I decided to withdraw it due to changes happening to the memcg
core at that time";0;1
MDY6Q29tbWl0MjMyNTI5ODpkNmUwYjdmYTExODYyNDMzNzczZDk4NmI1Zjk5NWZmZGY0N2NlNjcy;" I had an idea of introducing per-memcg shrinkers for
kmem caches, but now, as memcg has finally settled down, I do not see it
as an option, because SLUB shrinker would be too costly to call since SLUB
does not keep free slabs on a separate list";1;1
MDY6Q29tbWl0MjMyNTI5ODpkNmUwYjdmYTExODYyNDMzNzczZDk4NmI1Zjk5NWZmZGY0N2NlNjcy;" Besides, we currently do not
even call per-memcg shrinkers for offline memcgs";0;1
MDY6Q29tbWl0MjMyNTI5ODpkNmUwYjdmYTExODYyNDMzNzczZDk4NmI1Zjk5NWZmZGY0N2NlNjcy;" Overall, it would
introduce much more complexity to both SLUB and memcg than this small
patch";1;1
MDY6Q29tbWl0MjMyNTI5ODpkNmUwYjdmYTExODYyNDMzNzczZDk4NmI1Zjk5NWZmZGY0N2NlNjcy;"Regarding to SLAB, there's no problem with it, because it shrinks
per-cpu/node caches periodically";0;1
MDY6Q29tbWl0MjMyNTI5ODpkNmUwYjdmYTExODYyNDMzNzczZDk4NmI1Zjk5NWZmZGY0N2NlNjcy;" Thanks to list_lru reparenting, we no
longer keep entries for offline cgroups in per-memcg arrays (such as
memcg_cache_params->memcg_caches), so we do not have to bother if a
per-memcg cache will be shrunk a bit later than it could be.";1;1
MDY6Q29tbWl0MjMyNTI5ODo2MWY0NzEwNWEyYzljNjBlOTUwY2E4MDhiNzU2MGY3NzZmOWJmYTMx;mm/sl[ao]b: always track caller in kmalloc_(node_)track_caller();0;0
MDY6Q29tbWl0MjMyNTI5ODo2MWY0NzEwNWEyYzljNjBlOTUwY2E4MDhiNzU2MGY3NzZmOWJmYTMx;Now, we track caller if tracing or slab debugging is enabled;1;1
