Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Update documentation for new <iden> support;new <iden> support;Similar;0.601933479309082
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Fix exec-maven-plugin configuration issue;fixes <issue_link>;Similar;0.7260007858276367
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Improve <iden> support naming;support naming;Similar;0.5488498210906982
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Update Building reference documentation section;to make it work with `full` Maven profile.;Similar;0.5403006076812744
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Add a missing io.spring.dependency-management in doc  ;Closes <pr_link>;Similar;0.6196290254592896
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Remove unfixable <iden> ;unfixable;Similar;0.6568459272384644
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Fix missing trailing / in resource paths  ;paths;Similar;0.6593242883682251
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Implement simpler exclusion logic for <iden>  ;Simplify the exclusion logic used in <iden> by implementing implicit exclusions rather than trying to detect transitive excludes.;Similar;0.6174487471580505
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Remove spring-data-commons  ;Remove direct reference to spring-data-commons, instead favoring transitive dependency;Similar;0.5953684449195862
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Extract auto-configuration from <file_name>;specific auto-configuration, allowing <iden> to be used without <file_name> if required;Similar;0.8281834721565247
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Apply consistent formatting, drop JDK 8 support, and cleanup repo locations to use spring.io.  ;Polish, consistent formatting, drop JDK 8 support, cleanup repo locations to use spring.io.  ;Similar;0.710354745388031
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Make <iden> optional for <iden>;This commit removes the required dependency on `<iden>` instances when creating `<iden>` beans, making it optional.;Similar;0.6051919460296631
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Set <iden> in default <iden>  ;Only affects the default <iden> (so when users are not overriding the default global user details).;Similar;0.6406590938568115
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Add /error to ignored paths for security autoconfig;Protecting /error doesnt make a great deal of sense and if it is protected you dont get the ErrorPageFilter for the attempt at loading it, so Tomcat renders its own HTML error page;Similar;0.6369558572769165
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Fix broken test (use web app context)  ;broken test;Similar;0.6168047189712524
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Fix typo a -> an  ;Fix typo;Similar;0.6922680735588074
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Fix checkstyle header violation  ;See <issue_link>;Similar;0.6128807067871094
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Similar;0.5533800721168518
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Fix package name for boot-loader-tools  ;Issue: #53129653;Similar;0.6043481826782227
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Improve error handling in <iden> upgrade checks;See <pr_link>;Similar;0.5609081983566284
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Fix checkstyle violation;see the PR link;Similar;0.5928522348403931
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Add group property to <file_name>;See <pr_link>;Similar;0.713350236415863
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;Similar;0.7952708005905151
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Fix link formatting in custom <iden> section  ;See <pr_link>;Similar;0.7285646796226501
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Remove duplicate word in docs;duplicate;Similar;0.7371388077735901
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Fix tests;Fix;Similar;0.5934919118881226
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Remove unnecessary logging by start-docker script  ;unnecessary;Similar;0.681094765663147
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Fix profile precedence when active and include provided  ;If profiles were activated via the environment using the active and include profile property, profiles specified via the active property would take precedence. This commit restores that behavior.;Similar;0.6373744010925293
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Fix documentation for health endpoint security  ;Fixes <issue_link>;Similar;0.5497679710388184
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Send Slack Notifications when build completes;Closes <issue_link>;Similar;0.6057052612304688
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Rename samples to smoke tests;Closes the <issue_link>;Similar;0.625748872756958
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Prepend without replacing in <file_name>  ;It was incorrect to simply replace existing instances because you cant tell from the instance which media types and java types it supports. This fix just prepends the custom converters so they get higher priority.;Similar;0.7363262176513672
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Align expectations of various <iden> configurations;They all want to create an <iden> and when that happens user sees no MBeans, or sometimes just one set (<iden> Core, <iden> or <iden>). To harmonise them we create a  @bean  of type <iden> and link to it in the other autoconfigs;Similar;0.5950456857681274
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Ensure JPA vendor properties are period separated;This change just makes <file_name> expose a <iden> so the keys are sane;Similar;0.6580474376678467
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes;Similar;0.6097485423088074
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Register an <iden> in security autoconfig  ;it helps a lot;Similar;0.6431012153625488
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Fix freeMarker->freemarker;The need to correct the naming from freeMarker to freemarker;Similar;0.6088707447052002
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Remove undefined <iden> appender from basic log4j config <enter> Fixes <issue_link> ;Fixes <issue_link>;Similar;0.8292595148086548
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Add <iden> for <iden>  ;<iden> is exposed via server.servletPath.;Similar;0.6011893153190613
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Fix typos in Javadocs;Improve documentation accuracy;Similar;0.6300584673881531
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Add hooks for failed application context startup;[bs-31];Similar;0.554627537727356
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Add missing dependency;missing;Similar;0.5942267179489136
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Fix test;Fix;Similar;0.5639002919197083
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Add test for nested properties;test for nested properties;Similar;0.526373028755188
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Align <file_name> Javadoc with documentation;See <pr_link>;Similar;0.6868338584899902
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Add <file_name> option for <file_name> building;This commit adds a <file_name> option to the configuration of the Maven plugin spring-boot:build-<file_name> goal and the Gradle plugin <file_name> task. The new option gives users control over pulling the <file_name> and run <file_name> from a remote <file_name> registry to the local <iden> daemon.;Similar;0.6235771179199219
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Add XMLUnit to spring-boot-starter-test  ;Closes <pr_link>;Similar;0.5550994277000427
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Update Spring <iden> auto-configuration so that `<iden>` from `<iden>` is implicitly applied.;Prior to this commit `<iden>` interfaces would only get picked up if `<iden>` was added alongside with the `@SpringBootApplication`.;Similar;0.5948898792266846
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Fix NPE in <file_name> when migration.installedOn is null;See <pr_link>;Similar;0.6999179720878601
Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Update <file_name>, Replace line break with missing line fold, Closes <pr_link>;to continue the property value;Similar;0.8560144305229187
Fix encoding of @bean in reference documentation;Closes <issue_link>;Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Similar;0.5936585664749146
Fix encoding of @bean in reference documentation;Closes <issue_link>;Polish Clarify edge case docs on <file_name>;Closes <pr_link>;Similar;0.6118544936180115
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix doc formatting;Closes <issue_link>;Similar;0.7346895933151245
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix health indicator auto-configuration order;The health auto-configuration `AutoconfigureOrder` entry was referring to the standard couchbase auto-configuration that was not responsible for configuring the `CouchbaseOperations` bean, causing the health indicator implementation to rely on the presence of such a bean.;Similar;0.6146183013916016
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix datasource metrics doc;The maximum and minimum number of connections are not metrics so these are not exposed. Fix the doc that stated the contrary.;Similar;0.7198778390884399
Fix encoding of @bean in reference documentation;Closes <issue_link>;Refine validator and `<iden>` validator configuration  ;This commit ensures that a primary JSR 303 and `<iden>` will be exposed if the auto-configuration kicks in. As `<iden>` exposes 3 contracts (JSR-303 `<iden>` and `<iden>` as well as the `<iden>` validator one), this makes sure that those types can be injected by type. `<iden>` exposes 3 contracts and were only checking for the absence of a `javax.validation.<iden>` to auto-configure a `<iden>`. If no standard JSR validator exists but a <iden>s `<iden>` exists and is primary, we shouldnt flag the auto-configured one as `<iden>`. Previous iterations on this feature have made sure that well auto-configure at most one `javax.validation.<iden>` so not flagging it `<iden>` is no problem. This commit also restores and adds tests that validate `<file_name>` will configure a JSR validator even if a <iden> is present. This effectively fixes `<issue_link>` in a different way. Closes `<issue_link>` Closes `<issue_link>`;Similar;0.6280667781829834
Fix encoding of @bean in reference documentation;Closes <issue_link>;Notify the use of logback specific system property;Users following the logback documentation can be confused at first so were not logging a warning when we found out that the logback specific property has been specified.;Similar;0.5802366733551025
Fix encoding of @bean in reference documentation;Closes <issue_link>;Add option to  <file_name>  devtools from fat jar;removes `org.springframework.boot:spring-boot-devtools` (if necessary) when repackaging the application;Similar;0.6089237332344055
Fix encoding of @bean in reference documentation;Closes <issue_link>;Define shell.ssh.port and shell.telnet port as integer properties  ;So that the generated meta-data exposes the proper type;Similar;0.5685513019561768
Fix encoding of @bean in reference documentation;Closes <issue_link>;Allow binding number to <iden>  <enter>  ;Closes <issue_link>  ;Similar;0.5523958802223206
Fix encoding of @bean in reference documentation;Closes <issue_link>;Improve <iden> documentation for reactive applications;Closes <issue_link>;Similar;0.6722126007080078
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix meta-data for spring.devtools.remote;See <issue_link>;Similar;0.5756443738937378
Fix encoding of @bean in reference documentation;Closes <issue_link>;Rename redis starter to <file_name> -boot-starter-data-redis;Closes <issue_link>;Similar;0.6384481191635132
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix build failure;Fix;Similar;0.5609663724899292
Fix encoding of @bean in reference documentation;Closes <issue_link>;Polish Auto-detect jOOQ dialect;Closes <pr_link>;Similar;0.5210412740707397
Fix encoding of @bean in reference documentation;Closes <issue_link>;updates the How-To to mention that;as the <iden> auto-configuration requires `commons-pool2`;Similar;0.5923139452934265
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix broken build;broken;Similar;0.5139390230178833
Fix encoding of @bean in reference documentation;Closes <issue_link>;Try to make <file_name> less flakey;Closes <issue_link>;Similar;0.5004860758781433
Fix encoding of @bean in reference documentation;Closes <issue_link>;Test that <iden> works when thread is interrupted  ;Update RandomAccessDataFile to acquire the semaphore uninterruptibly to allow loading classes or resources on an interrupted thread;Similar;0.6063944101333618
Fix encoding of @bean in reference documentation;Closes <issue_link>;Improve the diagnostics  ;to fail fast with an information exception message when we detect that the embedded servlet container factory beans class cannot be instantiated;Similar;0.5125414133071899
Fix encoding of @bean in reference documentation;Closes <issue_link>;Update view of bean types when an override is detected;Previously, when a bean was overridden and its type changes, \<file_name> could be left with a stale view of the beans type. This would lead to incorrect bean condition evaluation as conditions would match or not match based on the beans old type.;Similar;0.7976877689361572
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix <file_name> handling of profiles activated by a file;Previously, <file_name> used a <iden> with no PathTransformer. This would result in an NPE within Maven, compounded by the NPE not being included in the failure message, hindering diagnosis. This commit updates <file_name> to configure its <iden> with a PathTransformer and improves the failure message for better problem diagnosis.;Similar;0.7263648509979248
Fix encoding of @bean in reference documentation;Closes <issue_link>;Remove duplicate console appender from Actuator samples <file_name> config;Closes <issue_link>;Similar;0.634911298751831
Fix encoding of @bean in reference documentation;Closes <issue_link>;Update <file_name> config to look for minor version upgrades;look for minor version upgrades;Similar;0.6599886417388916
Fix encoding of @bean in reference documentation;Closes <issue_link>;Improve diagnostics when <file_name> type deduction fails;previously, this failure was only logged as a debug message, leaving the user with a misleading message suggesting that the @ConditionalOnBean or <iden> annotation was not configured correctly.;Similar;0.6722719669342041
Fix encoding of @bean in reference documentation;Closes <issue_link>;Clean up logging dependencies and exclusions  ;Closes <issue_link>  ;Similar;0.5060596466064453
Fix encoding of @bean in reference documentation;Closes <issue_link>;Improve links to <iden> plugins documentation;Closes <pr_link>;Similar;0.7238259315490723
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix broken links in the documentation;broken links;Similar;0.6727596521377563
Fix encoding of @bean in reference documentation;Closes <issue_link>;Honour ext and classifier on @Grabbed dependencies;We currently honour type, but ignore ext. <iden> doesnt make a distinction between the two so a Grab that specifies both type and ext but with different values is considered to be an error.;Similar;0.5290501117706299
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix  <file_name>  javadoc;Fix;Similar;0.781959056854248
Fix encoding of @bean in reference documentation;Closes <issue_link>;Update documentation for new <iden> support;new <iden> support;Similar;0.6070982217788696
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix exec-maven-plugin configuration issue;fixes <issue_link>;Similar;0.7837241291999817
Fix encoding of @bean in reference documentation;Closes <issue_link>;Improve <iden> support naming;support naming;Similar;0.5672085881233215
Fix encoding of @bean in reference documentation;Closes <issue_link>;Update Building reference documentation section;to make it work with `full` Maven profile.;Similar;0.6149254441261292
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix missing trailing / in resource paths  ;paths;Similar;0.6107073426246643
Fix encoding of @bean in reference documentation;Closes <issue_link>;Implement simpler exclusion logic for <iden>  ;Simplify the exclusion logic used in <iden> by implementing implicit exclusions rather than trying to detect transitive excludes.;Similar;0.5233185291290283
Fix encoding of @bean in reference documentation;Closes <issue_link>;Extract auto-configuration from <file_name>;specific auto-configuration, allowing <iden> to be used without <file_name> if required;Similar;0.6901509165763855
Fix encoding of @bean in reference documentation;Closes <issue_link>;Apply consistent formatting, drop JDK 8 support, and cleanup repo locations to use spring.io.  ;Polish, consistent formatting, drop JDK 8 support, cleanup repo locations to use spring.io.  ;Similar;0.6138717532157898
Fix encoding of @bean in reference documentation;Closes <issue_link>;Add /error to ignored paths for security autoconfig;Protecting /error doesnt make a great deal of sense and if it is protected you dont get the ErrorPageFilter for the attempt at loading it, so Tomcat renders its own HTML error page;Similar;0.5657241344451904
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix broken test (use web app context)  ;broken test;Similar;0.7444549798965454
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix typo a -> an  ;Fix typo;Similar;0.6889181733131409
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix checkstyle header violation  ;See <issue_link>;Similar;0.7122966647148132
Fix encoding of @bean in reference documentation;Closes <issue_link>;Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Similar;0.5008693337440491
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix package name for boot-loader-tools  ;Issue: #53129653;Similar;0.7283138036727905
Fix encoding of @bean in reference documentation;Closes <issue_link>;Improve error handling in <iden> upgrade checks;See <pr_link>;Similar;0.6306698322296143
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix checkstyle violation;see the PR link;Similar;0.6188040375709534
Fix encoding of @bean in reference documentation;Closes <issue_link>;Add group property to <file_name>;See <pr_link>;Similar;0.6046205163002014
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;Similar;0.6835073232650757
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix link formatting in custom <iden> section  ;See <pr_link>;Similar;0.7496510148048401
Fix encoding of @bean in reference documentation;Closes <issue_link>;Remove duplicate word in docs;duplicate;Similar;0.628295361995697
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix tests;Fix;Similar;0.6668207049369812
Fix encoding of @bean in reference documentation;Closes <issue_link>;Remove unnecessary logging by start-docker script  ;unnecessary;Similar;0.5836246013641357
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix profile precedence when active and include provided  ;If profiles were activated via the environment using the active and include profile property, profiles specified via the active property would take precedence. This commit restores that behavior.;Similar;0.6088515520095825
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix documentation for health endpoint security  ;Fixes <issue_link>;Similar;0.5700504183769226
Fix encoding of @bean in reference documentation;Closes <issue_link>;Rename samples to smoke tests;Closes the <issue_link>;Similar;0.5604337453842163
Fix encoding of @bean in reference documentation;Closes <issue_link>;Prepend without replacing in <file_name>  ;It was incorrect to simply replace existing instances because you cant tell from the instance which media types and java types it supports. This fix just prepends the custom converters so they get higher priority.;Similar;0.5177784562110901
Fix encoding of @bean in reference documentation;Closes <issue_link>;Align expectations of various <iden> configurations;They all want to create an <iden> and when that happens user sees no MBeans, or sometimes just one set (<iden> Core, <iden> or <iden>). To harmonise them we create a  @bean  of type <iden> and link to it in the other autoconfigs;Similar;0.5030423402786255
Fix encoding of @bean in reference documentation;Closes <issue_link>;Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes;Similar;0.6819112300872803
Fix encoding of @bean in reference documentation;Closes <issue_link>;Register an <iden> in security autoconfig  ;it helps a lot;Similar;0.5418598651885986
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix freeMarker->freemarker;The need to correct the naming from freeMarker to freemarker;Similar;0.6212778091430664
Fix encoding of @bean in reference documentation;Closes <issue_link>;Remove undefined <iden> appender from basic log4j config <enter> Fixes <issue_link> ;Fixes <issue_link>;Similar;0.6622314453125
Fix encoding of @bean in reference documentation;Closes <issue_link>;Add <iden> for <iden>  ;<iden> is exposed via server.servletPath.;Similar;0.5096781253814697
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix typos in Javadocs;Improve documentation accuracy;Similar;0.8204789161682129
Fix encoding of @bean in reference documentation;Closes <issue_link>;Add hooks for failed application context startup;[bs-31];Similar;0.6250826716423035
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix test;Fix;Similar;0.6581922173500061
Fix encoding of @bean in reference documentation;Closes <issue_link>;Add test for nested properties;test for nested properties;Similar;0.583115816116333
Fix encoding of @bean in reference documentation;Closes <issue_link>;Align <file_name> Javadoc with documentation;See <pr_link>;Similar;0.6797093749046326
Fix encoding of @bean in reference documentation;Closes <issue_link>;Add <file_name> option for <file_name> building;This commit adds a <file_name> option to the configuration of the Maven plugin spring-boot:build-<file_name> goal and the Gradle plugin <file_name> task. The new option gives users control over pulling the <file_name> and run <file_name> from a remote <file_name> registry to the local <iden> daemon.;Similar;0.5805352330207825
Fix encoding of @bean in reference documentation;Closes <issue_link>;Add XMLUnit to spring-boot-starter-test  ;Closes <pr_link>;Similar;0.5550552010536194
Fix encoding of @bean in reference documentation;Closes <issue_link>;Fix NPE in <file_name> when migration.installedOn is null;See <pr_link>;Similar;0.6581409573554993
Fix encoding of @bean in reference documentation;Closes <issue_link>;Update <file_name>, Replace line break with missing line fold, Closes <pr_link>;to continue the property value;Similar;0.5747475624084473
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Polish Clarify edge case docs on <file_name>;Closes <pr_link>;Similar;0.7733137607574463
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Fix datasource metrics doc;The maximum and minimum number of connections are not metrics so these are not exposed. Fix the doc that stated the contrary.;Similar;0.535759687423706
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Refine validator and `<iden>` validator configuration  ;This commit ensures that a primary JSR 303 and `<iden>` will be exposed if the auto-configuration kicks in. As `<iden>` exposes 3 contracts (JSR-303 `<iden>` and `<iden>` as well as the `<iden>` validator one), this makes sure that those types can be injected by type. `<iden>` exposes 3 contracts and were only checking for the absence of a `javax.validation.<iden>` to auto-configure a `<iden>`. If no standard JSR validator exists but a <iden>s `<iden>` exists and is primary, we shouldnt flag the auto-configured one as `<iden>`. Previous iterations on this feature have made sure that well auto-configure at most one `javax.validation.<iden>` so not flagging it `<iden>` is no problem. This commit also restores and adds tests that validate `<file_name>` will configure a JSR validator even if a <iden> is present. This effectively fixes `<issue_link>` in a different way. Closes `<issue_link>` Closes `<issue_link>`;Similar;0.6318362951278687
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Notify the use of logback specific system property;Users following the logback documentation can be confused at first so were not logging a warning when we found out that the logback specific property has been specified.;Similar;0.5918876528739929
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Add option to  <file_name>  devtools from fat jar;removes `org.springframework.boot:spring-boot-devtools` (if necessary) when repackaging the application;Similar;0.5660175085067749
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Define shell.ssh.port and shell.telnet port as integer properties  ;So that the generated meta-data exposes the proper type;Similar;0.5543550252914429
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Allow binding number to <iden>  <enter>  ;Closes <issue_link>  ;Similar;0.6203460693359375
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Improve <iden> documentation for reactive applications;Closes <issue_link>;Similar;0.5901855230331421
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Fix meta-data for spring.devtools.remote;See <issue_link>;Similar;0.5238954424858093
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Rename redis starter to <file_name> -boot-starter-data-redis;Closes <issue_link>;Similar;0.5993723273277283
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Polish Auto-detect jOOQ dialect;Closes <pr_link>;Similar;0.6616464853286743
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;updates the How-To to mention that;as the <iden> auto-configuration requires `commons-pool2`;Similar;0.5061586499214172
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Test that <iden> works when thread is interrupted  ;Update RandomAccessDataFile to acquire the semaphore uninterruptibly to allow loading classes or resources on an interrupted thread;Similar;0.5065672993659973
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Update view of bean types when an override is detected;Previously, when a bean was overridden and its type changes, \<file_name> could be left with a stale view of the beans type. This would lead to incorrect bean condition evaluation as conditions would match or not match based on the beans old type.;Similar;0.5626881122589111
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Fix <file_name> handling of profiles activated by a file;Previously, <file_name> used a <iden> with no PathTransformer. This would result in an NPE within Maven, compounded by the NPE not being included in the failure message, hindering diagnosis. This commit updates <file_name> to configure its <iden> with a PathTransformer and improves the failure message for better problem diagnosis.;Similar;0.6573262810707092
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Polish new layered jar support;new layered jar support;Similar;0.7237645387649536
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Update appendix with details of new Spring <iden> property  ;Follow-on from  <otherCommit_link>, Closes <issue_link>;Similar;0.5501189827919006
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Update <file_name> config to look for minor version upgrades;look for minor version upgrades;Similar;0.6049914360046387
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Improve links to <iden> plugins documentation;Closes <pr_link>;Similar;0.6530966758728027
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Honour ext and classifier on @Grabbed dependencies;We currently honour type, but ignore ext. <iden> doesnt make a distinction between the two so a Grab that specifies both type and ext but with different values is considered to be an error.;Similar;0.5705469846725464
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Fix  <file_name>  javadoc;Fix;Similar;0.6122182607650757
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Update documentation for new <iden> support;new <iden> support;Similar;0.6731539964675903
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Fix exec-maven-plugin configuration issue;fixes <issue_link>;Similar;0.6136681437492371
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Improve <iden> support naming;support naming;Similar;0.5978999137878418
Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Update Building reference documentation section;to make it work with `full` Maven profile.;Similar;0.5825159549713135
