Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha
fix conflicts after merged master;after merged master;add unit test for parsing path;-;Similar;0.5997363328933716
fix conflicts after merged master;after merged master;fix comment grammar error;to correct the grammar error;Similar;0.6628395318984985
fix conflicts after merged master;after merged master;Merge pull request  ;fix QoS port can only be configured by identity property problem;Similar;0.6491773724555969
fix conflicts after merged master;after merged master;Proofread README.md file with multiple fixes;to improve readability and content quality;Similar;0.5673242807388306
fix conflicts after merged master;after merged master;Fix typo;typo;Similar;0.7158024907112122
fix conflicts after merged master;after merged master;Update README.md ( <pr_link> )  <enter> add @override annotation;to include the @override annotation;Similar;0.551171064376831
fix conflicts after merged master;after merged master;Change <iden> to regular list in <file_name> (<pr_link>);to regular list;Similar;0.547101616859436
Solve compile problem in java11  ;java11;Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Similar;0.5602479577064514
Solve compile problem in java11  ;java11;Check config instance in <file_name> before create a new one;"-

None";Similar;0.661178708076477
Solve compile problem in java11  ;java11;Config optimization.  ;add, hold reference of, change from-spring to include-spring-env;Similar;0.6205446124076843
Solve compile problem in java11  ;java11;support handle of exception from <iden> or <iden> ( <pr_link> ) <enter> fix <pr_link>;handle of exception from <iden> or <iden> <enter> fix <pr_link>;Similar;0.7019217610359192
Solve compile problem in java11  ;java11;Fix configurator bug;configurator;Similar;0.6079421043395996
Solve compile problem in java11  ;java11;Fix NPE in <file_name>  ;Fix;Similar;0.6497451066970825
Solve compile problem in java11  ;java11;Move <iden> in config-api to bootstrap temporarily;to solve the unreasonable dependency problem between modules;Similar;0.6367180943489075
Solve compile problem in java11  ;java11;Fix comments;Fix;Similar;0.5250775218009949
Solve compile problem in java11  ;java11;Fix compilation problem;Fix;Similar;0.58503258228302
Solve compile problem in java11  ;java11;Change  <file_name>  and  <file_name> : scope and rules  ;scope and rules  ;Similar;0.5563695430755615
Solve compile problem in java11  ;java11;Add <file_name> name and fix <file_name> error  ;error;Similar;0.6008377075195312
Solve compile problem in java11  ;java11;Fix UT problems after structure change  ;after structure change;Similar;0.5699259042739868
Solve compile problem in java11  ;java11;Translate missing content and add apache license;missing content and apache license;Similar;0.5680558681488037
Solve compile problem in java11  ;java11;Fixed typo in \<file_name\>  ;mDeamo;Similar;0.5552643537521362
Solve compile problem in java11  ;java11;Add package support for dubbo-remoting-netty4 module;package support;Similar;0.6442438364028931
Solve compile problem in java11  ;java11;Change <method_name> wait/notify to lock/condition;Fixed <pr_link>;Similar;0.5870951414108276
Solve compile problem in java11  ;java11;fix compiler bug;bug;Similar;0.6952203512191772
Solve compile problem in java11  ;java11;add maven-compiler-plugin to <file_name>;to use Maven compiler plugin;Similar;0.6621822118759155
Solve compile problem in java11  ;java11;"add the router key in <file_name> (<pr_link>)
";-;Similar;0.6147409677505493
Solve compile problem in java11  ;java11;fix typo ( <pr_link> );typo;Similar;0.6900970339775085
Solve compile problem in java11  ;java11;Enable <file_name> ( <pr_link> );Enable;Similar;0.5849834680557251
Solve compile problem in java11  ;java11;Fix random ut falling in \<file\_name\> ( \<pr\_link\> )  ;random ut falling;Similar;0.5055280923843384
Solve compile problem in java11  ;java11;Enhance <file_name> support generate type definition which contains <iden> or <iden>;support generate type definition;Similar;0.6585969924926758
Solve compile problem in java11  ;java11;fix typo:<iden> ( <pr_link> );typo;Similar;0.6911401748657227
Solve compile problem in java11  ;java11;Fix issue#5411 (<pr_link>);Fix;Similar;0.7059590220451355
Solve compile problem in java11  ;java11;use revision in  <file_name>  ( <pr_link> );Revision use;Similar;0.5830157399177551
Solve compile problem in java11  ;java11;Fix zk client create logic  ;fix;Similar;0.7190649509429932
Solve compile problem in java11  ;java11;add <file_name> rule to check import order;<pr_link>;Similar;0.5944988131523132
Solve compile problem in java11  ;java11;Fix <issue_link> ( <pr_link> );fix;Similar;0.6596975326538086
Solve compile problem in java11  ;java11;`<file_name>` class should be consistent with the writing of the ExecutionChannelHandler class;fix <issue_link>;Similar;0.6335134506225586
Solve compile problem in java11  ;java11;support get system load on windows ( <pr_link> );fix <issue_link>;Similar;0.646253228187561
Solve compile problem in java11  ;java11;"Add a remoting redis to adapt mono, sentinel and cluster redis; refactor redis registry to use the new module  ";"to adapt mono, sentinel and cluster redis; refactor redis registry to use the new module";Similar;0.6580548882484436
Solve compile problem in java11  ;java11;Fix NPE when unexport <iden> ( <pr_link> );NPE;Similar;0.6397411823272705
Solve compile problem in java11  ;java11;Make code of process callback of method cleaner in <file_name> (<pr_link>);cleaner;Similar;0.6815800666809082
Solve compile problem in java11  ;java11;Revert fix wrong check of <iden> when export a service (fix issue_6269) ( <pr_link> )  ;fix wrong check;Similar;0.5464721322059631
Solve compile problem in java11  ;java11;Adding the new methods into <file_name>  ;to manipulate the exported <iden> for service introspection ( <pr_link> );Similar;0.6367827653884888
Solve compile problem in java11  ;java11;Adding the overriding rule for <file_name> (<pr_link>);Enhancement;Similar;0.5785349011421204
Solve compile problem in java11  ;java11;Correct <file_name> version  ;Correct;Similar;0.5409775972366333
Solve compile problem in java11  ;java11;Remove unnecessary null check and fix typo;unnecessary, fix typo;Similar;0.5143650770187378
Solve compile problem in java11  ;java11;<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;Similar;0.6464425325393677
Solve compile problem in java11  ;java11;modify consumer  <file_name> : param type from string to map;param type from string to map;Similar;0.5632571578025818
Solve compile problem in java11  ;java11;Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Similar;0.5256142616271973
Solve compile problem in java11  ;java11;Minor improvement on test cases: ( <pr_link> )  ;Use org.junit.Assert instead of junit.framework.Assert( @deprecated  since Junit 4), Use assertTrue and other assert methods through static import to make codes easier to read;Similar;0.6056709289550781
Solve compile problem in java11  ;java11;Simplify code with Lambda;code simplification;Similar;0.6838767528533936
Solve compile problem in java11  ;java11;add jdk11 to travis ci;upgrade jacoco to support jdk11;Similar;0.5925195217132568
Solve compile problem in java11  ;java11;Port <pr_link> into main trunk (<pr_link>);Fixes <issue_link>;Similar;0.5234951376914978
Solve compile problem in java11  ;java11;switch from <iden> to regular list;in order to avoid potential UnsupportedOperationException ( <pr_link> );Similar;0.5063291192054749
Solve compile problem in java11  ;java11;rename package name from <iden> to impl;-;Similar;0.5410624742507935
Solve compile problem in java11  ;java11;add unit test for parsing path;-;Similar;0.7019612193107605
Solve compile problem in java11  ;java11;fix comment grammar error;to correct the grammar error;Similar;0.5934474468231201
Solve compile problem in java11  ;java11;Proofread README.md file with multiple fixes;to improve readability and content quality;Similar;0.5632343292236328
Solve compile problem in java11  ;java11;Fix typo;typo;Similar;0.5966659188270569
Solve compile problem in java11  ;java11;Update README.md ( <pr_link> )  <enter> add @override annotation;to include the @override annotation;Similar;0.6006847620010376
Solve compile problem in java11  ;java11;Support <iden> auto recognize in <file_name> ( <pr_link>);"Enhancement

Decision: Fix <issue_link>";Similar;0.6296626329421997
Solve compile problem in java11  ;java11;Change <iden> to regular list in <file_name> (<pr_link>);to regular list;Similar;0.560536801815033
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Similar;0.5020474791526794
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Check config instance in <file_name> before create a new one;"-

None";Similar;0.7263556718826294
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Config optimization.  ;add, hold reference of, change from-spring to include-spring-env;Similar;0.6639007925987244
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;support handle of exception from <iden> or <iden> ( <pr_link> ) <enter> fix <pr_link>;handle of exception from <iden> or <iden> <enter> fix <pr_link>;Similar;0.7536900639533997
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Fix configurator bug;configurator;Similar;0.6554552316665649
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Fix NPE in <file_name>  ;Fix;Similar;0.8260093331336975
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Move <iden> in config-api to bootstrap temporarily;to solve the unreasonable dependency problem between modules;Similar;0.6760182976722717
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Fix comments;Fix;Similar;0.6745971441268921
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Fix compilation problem;Fix;Similar;0.6113924980163574
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Remove duplicate ut classes;duplicate;Similar;0.6605318784713745
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Change  <file_name>  and  <file_name> : scope and rules  ;scope and rules  ;Similar;0.8320412635803223
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Add <file_name> name and fix <file_name> error  ;error;Similar;0.8190502524375916
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Remove call of deprecated method;Deprecated;Similar;0.6177889108657837
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Fix UT problems after structure change  ;after structure change;Similar;0.599828839302063
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Translate missing content and add apache license;missing content and apache license;Similar;0.6283911466598511
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Remove unnecessary dependencies ;unnecessary;Similar;0.5531821250915527
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Fixed typo in \<file_name\>  ;mDeamo;Similar;0.7348339557647705
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Add package support for dubbo-remoting-netty4 module;package support;Similar;0.642491340637207
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Change <method_name> wait/notify to lock/condition;Fixed <pr_link>;Similar;0.7653906345367432
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;fix compiler bug;bug;Similar;0.5928826332092285
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;add maven-compiler-plugin to <file_name>;to use Maven compiler plugin;Similar;0.7887908220291138
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;"add the router key in <file_name> (<pr_link>)
";-;Similar;0.8136966228485107
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;dont set port attribute; <file_name>  is null;Similar;0.5102708339691162
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;fix wrong telnet command package( <issue_link> ) ( <pr_link> );wrong telnet command package;Similar;0.6462408900260925
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;fix wrong telnet command package;wrong;Similar;0.5320581197738647
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;fix typo ( <pr_link> );typo;Similar;0.7918401956558228
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Enhancement;file_name, pr_link;Similar;0.5283092856407166
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Enable <file_name> ( <pr_link> );Enable;Similar;0.8248770833015442
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Fix random ut falling in \<file\_name\> ( \<pr\_link\> )  ;random ut falling;Similar;0.6243965029716492
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Enhance <file_name> support generate type definition which contains <iden> or <iden>;support generate type definition;Similar;0.7894749045372009
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Remove unused variable parameters in <file_name> (<pr_link>);unused;Similar;0.7730493545532227
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;fix typo:<iden> ( <pr_link> );typo;Similar;0.8206086158752441
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Fix issue#5411 (<pr_link>);Fix;Similar;0.6158367395401001
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;use revision in  <file_name>  ( <pr_link> );Revision use;Similar;0.8469340801239014
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Fix zk client create logic  ;fix;Similar;0.6631159782409668
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;polish <file_name> ;remove test profile and jvm permSize args;Similar;0.6547368168830872
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;add <file_name> rule to check import order;<pr_link>;Similar;0.821938693523407
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Fix <issue_link> ( <pr_link> );fix;Similar;0.7749759554862976
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Similar;0.5167425274848938
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;`<file_name>` class should be consistent with the writing of the ExecutionChannelHandler class;fix <issue_link>;Similar;0.6701640486717224
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;support get system load on windows ( <pr_link> );fix <issue_link>;Similar;0.5762366056442261
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Fix hessian-lite spelling mistake  ;spelling mistake;Similar;0.5951234102249146
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;"Add a remoting redis to adapt mono, sentinel and cluster redis; refactor redis registry to use the new module  ";"to adapt mono, sentinel and cluster redis; refactor redis registry to use the new module";Similar;0.590718150138855
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Fix NPE when unexport <iden> ( <pr_link> );NPE;Similar;0.7391070127487183
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;fix publish null value when use consul config center  ;fix publish null value;Similar;0.6302691102027893
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Make code of process callback of method cleaner in <file_name> (<pr_link>);cleaner;Similar;0.7096590399742126
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Revert fix wrong check of <iden> when export a service (fix issue_6269) ( <pr_link> )  ;fix wrong check;Similar;0.6776815056800842
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Adding the new methods into <file_name>  ;to manipulate the exported <iden> for service introspection ( <pr_link> );Similar;0.7356852889060974
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Adding the overriding rule for <file_name> (<pr_link>);Enhancement;Similar;0.8475583791732788
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Add `how can I contribute?` section;-;Similar;0.5984960794448853
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Correct <file_name> version  ;Correct;Similar;0.714747428894043
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Remove unused code  ;unused;Similar;0.6032566428184509
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Remove unnecessary null check and fix typo;unnecessary, fix typo;Similar;0.6583136320114136
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Consider removing <iden> later  ;<iden> is unstable;Similar;0.5910642147064209
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;Similar;0.8003053069114685
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Modify comments and imports  ;just for [by implication];Similar;0.7101746797561646
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;Similar;0.6443554162979126
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Similar;0.5617133378982544
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;modify consumer  <file_name> : param type from string to map;param type from string to map;Similar;0.7555520534515381
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;fix dubbo.properties cannot work on <iden>;dubbo.properties cannot work on <iden>;Similar;0.6012762188911438
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Similar;0.8857403993606567
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;fix protocol register set false not work ( <pr_link> );not work;Similar;0.5749057531356812
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Reduce object allocation for <method_name>;"-
None";Similar;0.7702882885932922
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Refactor: remove;and replace it with <method_name> ( <pr_link> );Similar;0.5825259685516357
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Minor improvement on test cases: ( <pr_link> )  ;Use org.junit.Assert instead of junit.framework.Assert( @deprecated  since Junit 4), Use assertTrue and other assert methods through static import to make codes easier to read;Similar;0.5328399538993835
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Simplify code with Lambda;code simplification;Similar;0.5827581882476807
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Remove unused import for unit test;clear unused import;Similar;0.6308872699737549
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;add jdk11 to travis ci;upgrade jacoco to support jdk11;Similar;0.5199097394943237
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;remove the space ( <pr_link> );follow up for pr#4339;Similar;0.7430004477500916
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Port <pr_link> into main trunk (<pr_link>);Fixes <issue_link>;Similar;0.6319460272789001
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;switch from <iden> to regular list;in order to avoid potential UnsupportedOperationException ( <pr_link> );Similar;0.7118274569511414
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;rename package name from <iden> to impl;-;Similar;0.7903985977172852
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;add unit test for parsing path;-;Similar;0.714250922203064
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;fix comment grammar error;to correct the grammar error;Similar;0.6449304819107056
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Merge pull request  ;fix QoS port can only be configured by identity property problem;Similar;0.7000961303710938
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Proofread README.md file with multiple fixes;to improve readability and content quality;Similar;0.6082320213317871
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Fix typo;typo;Similar;0.6940726041793823
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Update README.md ( <pr_link> )  <enter> add @override annotation;to include the @override annotation;Similar;0.761175274848938
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Support <iden> auto recognize in <file_name> ( <pr_link>);"Enhancement

Decision: Fix <issue_link>";Similar;0.7777780294418335
Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Change <iden> to regular list in <file_name> (<pr_link>);to regular list;Similar;0.7663057446479797
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Check config instance in <file_name> before create a new one;"-

None";Similar;0.5419908165931702
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;support handle of exception from <iden> or <iden> ( <pr_link> ) <enter> fix <pr_link>;handle of exception from <iden> or <iden> <enter> fix <pr_link>;Similar;0.5443994402885437
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;fix NPE when no listeners registered for key;no listeners registered for key;Similar;0.6766782402992249
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Fix configurator bug;configurator;Similar;0.542748212814331
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Fix NPE in <file_name>  ;Fix;Similar;0.5114996433258057
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Move <iden> in config-api to bootstrap temporarily;to solve the unreasonable dependency problem between modules;Similar;0.6794321537017822
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Fix compilation problem;Fix;Similar;0.5774295926094055
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Remove duplicate ut classes;duplicate;Similar;0.5380879044532776
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Add <file_name> name and fix <file_name> error  ;error;Similar;0.5008594989776611
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Remove call of deprecated method;Deprecated;Similar;0.6766483783721924
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Fix UT problems after structure change  ;after structure change;Similar;0.6620023250579834
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Remove the shutdown logic from spring bean destroy  ;avoid competition;Similar;0.5823215842247009
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Translate missing content and add apache license;missing content and apache license;Similar;0.5714471936225891
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Remove unnecessary dependencies ;unnecessary;Similar;0.5321471691131592
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Change <method_name> wait/notify to lock/condition;Fixed <pr_link>;Similar;0.6280627250671387
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;fix(dubbo-admin): webx-<version> not compitable with spring-<version>;not compitable;Similar;0.5943720936775208
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;fix compiler bug;bug;Similar;0.5337454080581665
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;fix wrong telnet command package( <issue_link> ) ( <pr_link> );wrong telnet command package;Similar;0.6433663368225098
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;fix wrong telnet command package;wrong;Similar;0.5811475515365601
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;fix typo ( <pr_link> );typo;Similar;0.5419067144393921
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Remove unused variable parameters in <file_name> (<pr_link>);unused;Similar;0.6636388897895813
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;fix typo:<iden> ( <pr_link> );typo;Similar;0.5489368438720703
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Fix issue#5411 (<pr_link>);Fix;Similar;0.5567604899406433
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Fix zk client create logic  ;fix;Similar;0.5220186710357666
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Fix <issue_link> ( <pr_link> );fix;Similar;0.5502567291259766
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Similar;0.5890992283821106
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Fix stub proxy does not work cause of ProxyFactory.getProxy change  ;fix;Similar;0.5863384008407593
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;`<file_name>` class should be consistent with the writing of the ExecutionChannelHandler class;fix <issue_link>;Similar;0.5008013248443604
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Fix hessian-lite spelling mistake  ;spelling mistake;Similar;0.6067401766777039
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Fix NPE when unexport <iden> ( <pr_link> );NPE;Similar;0.6574195027351379
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;fix publish null value when use consul config center  ;fix publish null value;Similar;0.6360965967178345
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Make code of process callback of method cleaner in <file_name> (<pr_link>);cleaner;Similar;0.5996796488761902
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Revert fix wrong check of <iden> when export a service (fix issue_6269) ( <pr_link> )  ;fix wrong check;Similar;0.7540902495384216
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Remove unused code  ;unused;Similar;0.6216557025909424
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Remove unnecessary null check and fix typo;unnecessary, fix typo;Similar;0.6891169548034668
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Consider removing <iden> later  ;<iden> is unstable;Similar;0.6485753655433655
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;Similar;0.5350415110588074
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;Similar;0.6320380568504333
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Similar;0.6941781044006348
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;fix dubbo.properties cannot work on <iden>;dubbo.properties cannot work on <iden>;Similar;0.5434476733207703
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;fix protocol register set false not work ( <pr_link> );not work;Similar;0.6211358904838562
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Reduce object allocation for <method_name>;"-
None";Similar;0.6139068603515625
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Refactor: remove;and replace it with <method_name> ( <pr_link> );Similar;0.612130880355835
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Minor improvement on test cases: ( <pr_link> )  ;Use org.junit.Assert instead of junit.framework.Assert( @deprecated  since Junit 4), Use assertTrue and other assert methods through static import to make codes easier to read;Similar;0.5463395714759827
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Remove unused import for unit test;clear unused import;Similar;0.6460146903991699
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Similar;0.5356419682502747
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;remove the space ( <pr_link> );follow up for pr#4339;Similar;0.5682621002197266
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;fix comment grammar error;to correct the grammar error;Similar;0.5444455146789551
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Proofread README.md file with multiple fixes;to improve readability and content quality;Similar;0.541495144367218
Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Close all servers/ports after tests finish  ;Ensure proper cleanup;Similar;0.6564949154853821
Check config instance in <file_name> before create a new one;"-

None";Config optimization.  ;add, hold reference of, change from-spring to include-spring-env;Similar;0.6127446889877319
Check config instance in <file_name> before create a new one;"-

None";support handle of exception from <iden> or <iden> ( <pr_link> ) <enter> fix <pr_link>;handle of exception from <iden> or <iden> <enter> fix <pr_link>;Similar;0.6879273056983948
Check config instance in <file_name> before create a new one;"-

None";Fix configurator bug;configurator;Similar;0.596839189529419
Check config instance in <file_name> before create a new one;"-

None";Fix NPE in <file_name>  ;Fix;Similar;0.7242109179496765
Check config instance in <file_name> before create a new one;"-

None";Move <iden> in config-api to bootstrap temporarily;to solve the unreasonable dependency problem between modules;Similar;0.7163575291633606
Check config instance in <file_name> before create a new one;"-

None";Fix comments;Fix;Similar;0.5601134300231934
Check config instance in <file_name> before create a new one;"-

None";Fix compilation problem;Fix;Similar;0.5950291156768799
Check config instance in <file_name> before create a new one;"-

None";Change  <file_name>  and  <file_name> : scope and rules  ;scope and rules  ;Similar;0.7078067064285278
Check config instance in <file_name> before create a new one;"-

None";Add <file_name> name and fix <file_name> error  ;error;Similar;0.6879615783691406
Check config instance in <file_name> before create a new one;"-

None";Fix UT problems after structure change  ;after structure change;Similar;0.6816297769546509
Check config instance in <file_name> before create a new one;"-

None";Translate missing content and add apache license;missing content and apache license;Similar;0.5274368524551392
Check config instance in <file_name> before create a new one;"-

None";Fixed typo in \<file_name\>  ;mDeamo;Similar;0.6305118799209595
Check config instance in <file_name> before create a new one;"-

None";Add package support for dubbo-remoting-netty4 module;package support;Similar;0.6313199996948242
