Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha;similarity_rationales
If we start chaining caches, this information will always be more trustworthy than whatever is passed into the function.;this information will always be more trustworthy;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.8147100806236267;0.2997826933860779
The definition of ARCH_SLAB_MINALIGN is architecture dependent and can be either of type size_t or int;architecture dependent;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9600780606269836;0.4018104374408722
The definition of ARCH_SLAB_MINALIGN is architecture dependent and can be either of type size_t or int;architecture dependent;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.995528519153595;0.6076065897941589
using the size_t type to compare them is safe  ;"both are always small positive integer numbers; gets rid of the warning";This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.950813889503479;0.39898717403411865
this patch also drops the EXPORT_SYMBOL tag;Since now its static, inline, header-defined function;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.952382504940033;0.4053282141685486
Improve trace accuracy;by correctly tracing reported size;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8202458024024963;0.4112611413002014
ksize() can simply return PAGE_SIZE << compound_order(page);There is no need to store the allocated size;"
Use a destructor will BUG()
";"
Any attempt to";Contradicts;0.8395751714706421;0.605022668838501
Add the function `__kmalloc_track_caller()`  ;This breaks Pekkas slab/next tree;We remove kmemtrace  ;kmemtrace has been superseded by kmem trace events and perf-kmem;Contradicts;0.8930714130401611;0.4828137457370758
Add the function `__kmalloc_track_caller()`  ;This breaks Pekkas slab/next tree;remove bigblock tracking;slob;Contradicts;0.8842617869377136;0.5274611711502075
Add the function `__kmalloc_track_caller()`  ;This breaks Pekkas slab/next tree;"
Use a destructor will BUG()
";"
Any attempt to";Contradicts;0.8849815130233765;0.4326738119125366
Add the function `__kmalloc_track_caller()`  ;This breaks Pekkas slab/next tree;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.8774846792221069;0.6079463362693787
Fix build breakage in __kmalloc_node_track_caller;gfp is undeclared;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.955847144126892;0.4896213114261627
kmalloc_track_caller() is correctly implemented;tracing the specified caller;We remove kmemtrace  ;kmemtrace has been superseded by kmem trace events and perf-kmem;Contradicts;0.8039181232452393;0.5512838363647461
kmalloc_track_caller() is correctly implemented;tracing the specified caller;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8014075756072998;0.44545406103134155
This will allow us to push more processing into common code later;improve readability;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.951223611831665;0.3586750030517578
This will allow us to push more processing into common code later;improve readability;we dont encode seperate size and next fields into each slob block;"use the sign bit to distinguish between ""size"" or ""next""";Contradicts;0.855420708656311;0.5770800709724426
This will allow us to push more processing into common code later;improve readability;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.8584675788879395;0.4068819284439087
This affects RCU handling;somewhat;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9551873207092284;0.5189645886421204
This affects RCU handling;somewhat;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.8406051397323608;0.6251810789108276
This is possible now;the acquisition of the mutex was moved into kmem_cache_create();This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8603705167770386;0.4176274240016937
Fix early boot kernel crash;Slob;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.951394259929657;0.44211703538894653
They are no longer needed;They have become so simple;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9024390578269958;0.38190051913261414
No need to zero mapping since it is no longer in use;it is no longer in use;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9066739082336426;0.41963303089141846
No need to zero mapping since it is no longer in use;it is no longer in use;Introduce a memory-zeroing variant of kmem_cache_alloc;memory-zeroing variant;Contradicts;0.8315215706825256;0.7114046216011047
This cleans up numerous of typecasts in slob.c and makes readers aware of slobs use of page struct fields;makes readers aware of slobs use of page struct fields;we dont care about the RCU head state before passing it to call_rcu();anyway;Contradicts;0.8638598918914795;0.33364182710647583
This cleans up numerous of typecasts in slob.c and makes readers aware of slobs use of page struct fields;makes readers aware of slobs use of page struct fields;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9150137305259703;0.3711410164833069
This cleans up numerous of typecasts in slob.c and makes readers aware of slobs use of page struct fields;makes readers aware of slobs use of page struct fields;we dont encode seperate size and next fields into each slob block;"use the sign bit to distinguish between ""size"" or ""next""";Contradicts;0.8447117209434509;0.556863009929657
This cleans up numerous of typecasts in slob.c and makes readers aware of slobs use of page struct fields;makes readers aware of slobs use of page struct fields;[PATCH] MM: SLOB is broken by recent cleanup of slab.h;recent cleanup of slab.h;Contradicts;0.9106647968292236;0.40622979402542114
This cleans up numerous of typecasts in slob.c and makes readers aware of slobs use of page struct fields;makes readers aware of slobs use of page struct fields;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9913896918296814;0.4492502808570862
cleans up some bitrot in slob.c;Also;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9581893086433412;0.45754310488700867
cleans up some bitrot in slob.c;Also;[PATCH] MM: SLOB is broken by recent cleanup of slab.h;recent cleanup of slab.h;Contradicts;0.8544133305549622;0.36261171102523804
cleans up some bitrot in slob.c;Also;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.8053083419799805;0.6235278248786926
move duplicated code in <asm/atomic.h> to <linux/atomic.h>;to avoid duplication of code;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9009993076324464;0.39553582668304443
Fix gfp flags passed to lockdep;lockdep;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8140078186988831;0.529131293296814
Ran a ktest.pl config_bisect;Came up with this config as the problem;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8436808586120605;0.4064028561115265
fix gfp flags for order-0 page allocations  ;fix for order-0 page allocations;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8692144751548767;0.4979187846183777
The bit should be passed to trace_kmalloc_node()  ;as well;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8413199186325073;0.45772209763526917
The result shows an improvement of 1 MB!;tested it on a embeded system with 64 MB, found this path is never called during kernel bootup.;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8314471244812012;0.3323270082473755
Remove kmemtrace ftrace plugin;tracing;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8844156265258789;0.4919910728931427
We remove kmemtrace  ;kmemtrace has been superseded by kmem trace events and perf-kmem;This patch adapts kmemtrace raw events tracing to the unified tracing API;Impact: new tracer plugin;Contradicts;0.870836079120636;0.4991486370563507
fix RCU-callback-after-kmem_cache_destroy problem in sl[aou]b  ;to address the issue;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9393587708473206;0.3971797823905945
adds alloc_pages_exact_node() that only checks the nid;To avoid a comparison and branch, this patch;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9136688113212584;0.3016936779022217
SLOB does not correctly account reclaim_state.reclaimed_slab, so it will break memory reclaim;SLOB does not correctly account reclaim_state.reclaimed_slab;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9327415227890016;0.33045411109924316
SLOB does not correctly account reclaim_state.reclaimed_slab, so it will break memory reclaim;SLOB does not correctly account reclaim_state.reclaimed_slab;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9752838015556335;0.47162187099456787
refactor code for future changes;Impact;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9304190874099731;0.375029981136322
include/linux/kmemtrace.h: header file for kmemtrace, include/trace/kmem.h: definition of kmem tracepoints;header file for kmemtrace, definition of kmem tracepoints;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9273539185523988;0.6365243196487427
annotate reclaim context (__GFP_NOFS), fix SLOB;lockdep;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8945503830909729;0.529131293296814
fix typo in mm/slob.c;build fix;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9427270889282228;0.30446943640708923
fix typo in mm/slob.c;build fix;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.8657596707344055;0.5821948647499084
fix lockup in slob_free()  ;lockup;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8766599297523499;0.5121827721595764
fix lockup in slob_free()  ;lockup;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.8968831300735474;0.6841239333152771
"Commit 7b2cd92adc5430b0c1adeb120971852b4ea1ab08 (""crypto: api - Fix zeroing on free"")";added modular user of ksize();This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8391439914703369;0.44429492950439453
"Commit 7b2cd92adc5430b0c1adeb120971852b4ea1ab08 (""crypto: api - Fix zeroing on free"")";added modular user of ksize();"
Use a destructor will BUG()
";"
Any attempt to";Contradicts;0.8328971862792969;0.5852676630020142
"Commit 7b2cd92adc5430b0c1adeb120971852b4ea1ab08 (""crypto: api - Fix zeroing on free"")";added modular user of ksize();Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.823966920375824;0.6684971451759338
This patch adapts kmemtrace raw events tracing to the unified tracing API;Impact: new tracer plugin;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9417216777801514;0.32429155707359314
enable and use this tracer;To enable and use this tracer;we dont encode seperate size and next fields into each slob block;"use the sign bit to distinguish between ""size"" or ""next""";Contradicts;0.8442893028259277;0.6002691984176636
enable and use this tracer;To enable and use this tracer;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.8092226386070251;0.5804175734519958
I find it more readable  ;personal opinion;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8624059557914734;0.43214648962020874
Drop it  ;if you want;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8768030405044556;0.4278916120529175
Drop it  ;if you want;"This routine cannot be removed after init in the case of slob.c -- it serves as a timer callback
";it serves as a timer callback;Contradicts;0.9322961568832396;0.5780878067016602
fix bogus ksize calculation fix  ;SLOB;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8521612286567688;0.44211703538894653
fixes the previous fix  ;completely wrong on closer inspection;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9093944430351256;0.24719423055648804
fix bogus ksize calculation;bogus;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8897520303726196;0.3830661177635193
record page flag overlays explicitly;slob;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.895017147064209;0.44211703538894653
"slob: fix bug - when slob allocates ""struct kmem_cache"", it does not force alignment";it does not force alignment;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.984571933746338;0.38244208693504333
reduce external fragmentation by using three free lists;slob;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.954697847366333;0.44211703538894653
By putting smaller objects on their own list, we greatly reduce overall external fragmentation and increase repeatability;we greatly reduce overall external fragmentation and increase repeatability;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9646127223968506;0.28230008482933044
By putting smaller objects on their own list, we greatly reduce overall external fragmentation and increase repeatability;we greatly reduce overall external fragmentation and increase repeatability;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.8450557589530945;0.48355334997177124
This reduces total SLOB overhead;from > 50% to ~6% on a simple boot test;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.935022234916687;0.5138874053955078
This reduces total SLOB overhead;from > 50% to ~6% on a simple boot test;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9720154404640198;0.23936347663402557
fix memory corruption;memory corruption;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9242939352989196;0.33073604106903076
Handle that separately in krealloc();separately;we dont encode seperate size and next fields into each slob block;"use the sign bit to distinguish between ""size"" or ""next""";Contradicts;0.9680533409118652;0.5177901983261108
lets use unlikely() for the condition check in SLUBs and SLOBs kfree();Considering kfree(NULL) would normally occur only in error paths and kfree(ZERO_SIZE_PTR) is uncommon as well, so lets use unlikely() to optimize for the common case;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9586025476455688;0.28832247853279114
reduce list scanning;slob;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.93037611246109;0.44211703538894653
starting each page search where the last one left off;to evenly distribute the allocations and greatly shorten the average search;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9313117265701294;0.2914445698261261
This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;This patch fixes it with using get_order() instead of find_order()  ;which is SLOB version of get_order();Contradicts;0.8057064414024353;0.4241412878036499
This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.919784665107727;0.4409262537956238
add the necessary logic to all slab allocators to support __GFP_ZERO;support __GFP_ZERO;we dont encode seperate size and next fields into each slob block;"use the sign bit to distinguish between ""size"" or ""next""";Contradicts;0.8795691728591919;0.40056729316711426
add the necessary logic to all slab allocators to support __GFP_ZERO;support __GFP_ZERO;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.956187903881073;0.538993239402771
Make slub return NULL like the other allocators if a too large memory segment is requested via __kmalloc;other allocators;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9893428087234496;0.43248867988586426
Allocation size is stored in page->private;makes ksize more accurate than it previously was;we dont encode seperate size and next fields into each slob block;"use the sign bit to distinguish between ""size"" or ""next""";Contradicts;0.9744053483009338;0.45923471450805664
"size 1 blocks contain a ""next"" offset; others contain the ""size"" in the first unit and ""next"" in the second unit  ";description of how the blocks are structured;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.8264259696006775;0.5529754161834717
"Taking a spinlock in a destructor is a bit risky
";since the slab allocators may run the destructors anytime they decide a slab is no longer needed;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9191607236862184;0.31157809495925903
"
Use a destructor will BUG()
";"
Any attempt to";Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.8971897959709167;0.6136640906333923
The SLOB allocator should implement SLAB_DESTROY_BY_RCU correctly;even on UP, RCU freeing semantics are not equivalent to simply freeing immediately;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9983367919921876;0.46677330136299133
handle SLAB_PANIC flag;slob;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.903165638446808;0.698976993560791
Introduce krealloc();reallocates memory while keeping the contents unchanged;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.86277174949646;0.37763094902038574
[PATCH] MM: SLOB is broken by recent cleanup of slab.h;recent cleanup of slab.h;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9730241894721984;0.6141707897186279
"This routine cannot be removed after init in the case of slob.c -- it serves as a timer callback
";it serves as a timer callback;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9905718564987184;0.6239951848983765
"This routine cannot be removed after init in the case of slob.c -- it serves as a timer callback
";it serves as a timer callback;Remove the atomic counter for slab_reclaim_pages and replace the counter and NR_SLAB with two ZVC counter that account for unreclaimable and reclaimable slab pages: NR_SLAB_RECLAIMABLE and NR_SLAB_UNRECLAIMABLE;account for unreclaimable and reclaimable slab pages;Contradicts;0.860260009765625;0.47953203320503235
This patch cleans up the slab header definitions;cleans up the slab header definitions;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9885872602462769;0.46858519315719604
add several empty functions to slob.c and rename slobs kmalloc to __kmalloc;In order to get a greater set of common functions;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9510678648948668;0.4523807764053345
