;Decision1;Rationale1;URL1;Decision2;Rationale2;URL2;Relationship;Alpha;similarity_rationales
189;Issue a SIGKILL to any thread sharing the same mm;Were safe;https://github.com/torvalds/linux/commit/1e99bad0d9c12a4aaa60cd812c84ef152564bcf5;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;https://github.com/torvalds/linux/commit/da39da3a54fed88e29024f2f1f6cd7357cd03a44;Contradicts;0.9363452196121216;0.5085208415985107
190;Preventing the livelock;caring more about preventing the livelock;https://github.com/torvalds/linux/commit/1e99bad0d9c12a4aaa60cd812c84ef152564bcf5;It will trigger an OOM livelock;if its parent is unable to reap it due to doing an allocation and waiting for the OOM killer to kill it;https://github.com/torvalds/linux/commit/d7a94e7e11badf8404d40b41e008c3131a3cebe3;Contradicts;0.906271517276764;0.5097132325172424
191;avoid killing a task if a thread sharing its mm cannot be killed;a thread sharing its mm cannot be killed;https://github.com/torvalds/linux/commit/e18641e19a9204f241f04a5ac700168dcd18de4f;Killing such a task should be acceptable;it is highly unlikely it has done anything useful because it cannot modify any memory before it calls exec;https://github.com/torvalds/linux/commit/97fd49c2355ffdede6526afc0c72bc314d05f42a;Contradicts;0.9202899932861328;0.6458963751792908
192;avoid killing a task if a thread sharing its mm cannot be killed;a thread sharing its mm cannot be killed;https://github.com/torvalds/linux/commit/e18641e19a9204f241f04a5ac700168dcd18de4f;This patch causes SysRq+F to always kill an eligible thread;This patch can be used to force a kill even if another oom killed thread has failed to exit.;https://github.com/torvalds/linux/commit/08ab9b10d43aca091fdff58b69fc1ec89c5b8a83;Contradicts;0.9114421010017396;0.5517367720603943
193;avoid killing a task if a thread sharing its mm cannot be killed;a thread sharing its mm cannot be killed;https://github.com/torvalds/linux/commit/e18641e19a9204f241f04a5ac700168dcd18de4f;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9684464931488036;0.5118328332901001
194;Filter the tasklist dump to only those tasks that are eligible for oom kill.;Those tasks that are eligible for oom kill.;https://github.com/torvalds/linux/commit/e85bfd3aa7a34fa963bb268a676b41694e6dcf96;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9809746742248536;0.4885974526405334
195;Filter the tasklist dump to only those tasks that are eligible for oom kill.;Those tasks that are eligible for oom kill.;https://github.com/torvalds/linux/commit/e85bfd3aa7a34fa963bb268a676b41694e6dcf96;None ;more pointed memcg page statistics for memcg-oom and take hierarchy into consideration;https://github.com/torvalds/linux/commit/58cf188ed649b6570dfdc9c62156cdf396c2e395;Contradicts;0.9103249311447144;0.443839818239212
196;This patch ensures that the badness score of any eligible task is never 0;so the machine doesnt unnecessarily panic because it cannot find a task to kill.;https://github.com/torvalds/linux/commit/f19e8aa11afa24036c6273428da51949b5acf30c;Get rid of this hardcoded behavior;push the allocation mask down the show_mem path and use it instead of cpuset_current_mems_allowed;https://github.com/torvalds/linux/commit/9af744d743170b5f5ef70031dea8d772d166ab28;Contradicts;0.9004099369049072;0.3061453402042389
197;This patch ensures that the badness score of any eligible task is never 0;so the machine doesnt unnecessarily panic because it cannot find a task to kill.;https://github.com/torvalds/linux/commit/f19e8aa11afa24036c6273428da51949b5acf30c;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9204038977622986;0.2988651990890503
198;save roots task;better to save;https://github.com/torvalds/linux/commit/a63d83f427fbce97a6cea0db2e64b0eb8435cd10;kill those individual threads;When finding other threads that share an mm with that task;https://github.com/torvalds/linux/commit/650a7c974f1b91de9732c0f720e792837f8abfd6;Contradicts;0.920467495918274;0.4046308994293213
199;ABI is not broken with userspace applications and allows oom_adj to be deprecated for future removal;This is required;https://github.com/torvalds/linux/commit/a63d83f427fbce97a6cea0db2e64b0eb8435cd10;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9855388402938844;0.5246537923812866
200;Remove this dubious PF_EXITING check;dubious;https://github.com/torvalds/linux/commit/cef1d3523d33ebc35fc29e454b1f4bab953fabbf;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;https://github.com/torvalds/linux/commit/da39da3a54fed88e29024f2f1f6cd7357cd03a44;Contradicts;0.9678029417991638;0.6030383706092834
201;giving the dying task an even higher priority;to be sure it will be scheduled sooner and free the desired memory;https://github.com/torvalds/linux/commit/93b43fa55088fe977503a156d1097cc2055449a2;to avoid boosting the dying task priority in case of mem_cgroup OOM;Another good suggestion implemented here;https://github.com/torvalds/linux/commit/93b43fa55088fe977503a156d1097cc2055449a2;Contradicts;0.9701312780380248;0.6138247847557068
202;giving the dying task an even higher priority;to be sure it will be scheduled sooner and free the desired memory;https://github.com/torvalds/linux/commit/93b43fa55088fe977503a156d1097cc2055449a2;This patch avoids killing current in such a condition and simply falls back to the tasklist scan.;memory still needs to be freed;https://github.com/torvalds/linux/commit/121d1ba0a019e1465a53533aea133b1b0f6b442d;Contradicts;0.9638588428497314;0.5694321393966675
203;to avoid boosting the dying task priority in case of mem_cgroup OOM;Another good suggestion implemented here;https://github.com/torvalds/linux/commit/93b43fa55088fe977503a156d1097cc2055449a2;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9093525409698486;0.6853006482124329
204;to avoid boosting the dying task priority in case of mem_cgroup OOM;Another good suggestion implemented here;https://github.com/torvalds/linux/commit/93b43fa55088fe977503a156d1097cc2055449a2;improve that even further;there is a common pattern to do a range lookup first and then do something about that;https://github.com/torvalds/linux/commit/93065ac753e4443840a057bfef4be71ec766fde9;Contradicts;0.9647380709648132;0.5565631985664368
205;deduplicate victim selection code for memcg and global oom;improve code efficiency and maintainability;https://github.com/torvalds/linux/commit/7c5f64f84483bd13886348edda8b3e7b799a7fdb;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9395585656166076;0.624091386795044
206;fix uninitialized ret in task_will_free_mem();uninitialized ret in task_will_free_mem();https://github.com/torvalds/linux/commit/f33e6f0671b3ba81acef4d7c078af86afcc855c4;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;https://github.com/torvalds/linux/commit/da39da3a54fed88e29024f2f1f6cd7357cd03a44;Contradicts;0.935595154762268;0.628041684627533
207;fix uninitialized ret in task_will_free_mem();uninitialized ret in task_will_free_mem();https://github.com/torvalds/linux/commit/f33e6f0671b3ba81acef4d7c078af86afcc855c4;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9070180058479308;0.6527209281921387
208;hide the mm from the oom killer by setting MMF_OOM_REAPED flag for it;help forward progress for the OOM killer;https://github.com/torvalds/linux/commit/a373966d1f64c04ba9d0159087f0fa1b5aac4c33;Teach task_will_free_mem to skip over MMF_OOM_REAPED tasks;because they will be unlikely to free anything more;https://github.com/torvalds/linux/commit/696453e66630ad45e644c4571307fa3ebec9a835;Contradicts;0.9196491241455078;0.3717186152935028
209;hide the mm from the oom killer by setting MMF_OOM_REAPED flag for it;help forward progress for the OOM killer;https://github.com/torvalds/linux/commit/a373966d1f64c04ba9d0159087f0fa1b5aac4c33;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9666697978973388;0.4506945013999939
210;hide the mm from the oom killer by setting MMF_OOM_REAPED flag for it;help forward progress for the OOM killer;https://github.com/torvalds/linux/commit/a373966d1f64c04ba9d0159087f0fa1b5aac4c33;An admin can easily get the full oom context at a single line;makes parsing much easier;https://github.com/torvalds/linux/commit/ef8444ea01d7442652f8e1b8a8b94278cb57eafd;Contradicts;0.9888556599617004;0.3851701021194458
211;hide the mm from the oom killer by setting MMF_OOM_REAPED flag for it;help forward progress for the OOM killer;https://github.com/torvalds/linux/commit/a373966d1f64c04ba9d0159087f0fa1b5aac4c33;Kill it and directly access;directly access;https://github.com/torvalds/linux/commit/d21142ece414ce1088cfcae760689aa60d6fee80;Contradicts;0.96465665102005;0.3785098195075989
212;set MMF_OOM_REAPED to hide this mm from the oom killer completely;hide this mm from the oom killer completely;https://github.com/torvalds/linux/commit/11a410d516e89320fe0817606eeab58f36c22968;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.980414867401123;0.2576318383216858
213;set MMF_OOM_REAPED to hide this mm from the oom killer completely;hide this mm from the oom killer completely;https://github.com/torvalds/linux/commit/11a410d516e89320fe0817606eeab58f36c22968;An admin can easily get the full oom context at a single line;makes parsing much easier;https://github.com/torvalds/linux/commit/ef8444ea01d7442652f8e1b8a8b94278cb57eafd;Contradicts;0.9637911915779114;0.1132256686687469
214;set MMF_OOM_REAPED to hide this mm from the oom killer completely;hide this mm from the oom killer completely;https://github.com/torvalds/linux/commit/11a410d516e89320fe0817606eeab58f36c22968;Kill it and directly access;directly access;https://github.com/torvalds/linux/commit/d21142ece414ce1088cfcae760689aa60d6fee80;Contradicts;0.9239727258682252;0.1810496002435684
215;set MMF_OOM_REAPED to hide this mm from the oom killer completely;hide this mm from the oom killer completely;https://github.com/torvalds/linux/commit/11a410d516e89320fe0817606eeab58f36c22968;removes PF_OOM_ORIGIN;behavior is equivalent to setting the processs oom_score_adj to OOM_SCORE_ADJ_MAX;https://github.com/torvalds/linux/commit/72788c385604523422592249c19cba0187021e9b;Contradicts;0.9602887630462646;0.2256835401058197
216;Teach task_will_free_mem to skip over MMF_OOM_REAPED tasks;because they will be unlikely to free anything more;https://github.com/torvalds/linux/commit/696453e66630ad45e644c4571307fa3ebec9a835;we must not skip this process;because its sub-thread originated the coredump;https://github.com/torvalds/linux/commit/0c1b2d783cf3432490bf1e532c742fffeadc0bf3;Contradicts;0.9313011169433594;0.2751572430133819
217;Teach task_will_free_mem to skip over MMF_OOM_REAPED tasks;because they will be unlikely to free anything more;https://github.com/torvalds/linux/commit/696453e66630ad45e644c4571307fa3ebec9a835;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.928740382194519;0.4327395558357239
218;Teach task_will_free_mem to skip over MMF_OOM_REAPED tasks;because they will be unlikely to free anything more;https://github.com/torvalds/linux/commit/696453e66630ad45e644c4571307fa3ebec9a835;An admin can easily get the full oom context at a single line;makes parsing much easier;https://github.com/torvalds/linux/commit/ef8444ea01d7442652f8e1b8a8b94278cb57eafd;Contradicts;0.9512616991996764;0.4038890600204468
219;replace try_oom_reaper by wake_oom_reaper;task_will_free_mem implies the task is reapable now;https://github.com/torvalds/linux/commit/1af8bb43269563e458ebcf0ece812e9a970864b3;"
Call panic() instead of waking up the OOM reaper
";"
Memory allocation failure for creating the OOM reaper kernel thread";https://github.com/torvalds/linux/commit/c50842c8e1cddcdb69d3ece4f4df005a0e6c5ceb;Contradicts;0.9584692120552064;0.1804729998111724
220;all paths which bypass the oom killer are now reapable;so they shouldnt lock up the oom killer;https://github.com/torvalds/linux/commit/1af8bb43269563e458ebcf0ece812e9a970864b3;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9884097576141356;0.3564581871032715
221;Killing such a task should be acceptable;it is highly unlikely it has done anything useful because it cannot modify any memory before it calls exec;https://github.com/torvalds/linux/commit/97fd49c2355ffdede6526afc0c72bc314d05f42a;This patch avoids killing current in such a condition and simply falls back to the tasklist scan.;memory still needs to be freed;https://github.com/torvalds/linux/commit/121d1ba0a019e1465a53533aea133b1b0f6b442d;Contradicts;0.9511706829071044;0.4469456076622009
222;Killing such a task should be acceptable;it is highly unlikely it has done anything useful because it cannot modify any memory before it calls exec;https://github.com/torvalds/linux/commit/97fd49c2355ffdede6526afc0c72bc314d05f42a;Deflate the balloon a bit instead of killing processes;If the resource manager inflated the balloon to a size where memory allocations can not be satisfied anymore, it is better to deflate the balloon a bit;https://github.com/torvalds/linux/commit/8bc719d3cab8414938f9ea6e33b58d8810d18068;Contradicts;0.9252411127090454;0.3739727735519409
223;drop printk when OOM_SCORE_ADJ_MIN killed task;the setting is inherently racy and we cannot do much about it without introducing locks in hot paths;https://github.com/torvalds/linux/commit/97fd49c2355ffdede6526afc0c72bc314d05f42a;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.93562513589859;0.2701407670974731
224;make sure that the mmput_async is only called;when we do not back off and reap some memory;https://github.com/torvalds/linux/commit/e5e3f4c4f0e95ecbad2f8d2f4f6a29bb8a90226b;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;https://github.com/torvalds/linux/commit/da39da3a54fed88e29024f2f1f6cd7357cd03a44;Contradicts;0.9187334775924684;0.7717176675796509
225;be more robust and do not pin mm_users unless we are sure we are actually doing some real work during __oom_reap_task;It is not clear whether this race is possible at all;https://github.com/torvalds/linux/commit/e5e3f4c4f0e95ecbad2f8d2f4f6a29bb8a90226b;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9820636510849;0.3644872009754181
226;remove unused argument from oom_scan_process_thread();unused argument;https://github.com/torvalds/linux/commit/fbe84a09da746f781553051bb3dbc63f7b0a5162;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9289954900741576;0.5850855112075806
227;avoid pointless atomic_inc_not_zero usage;pointless;https://github.com/torvalds/linux/commit/9df10fb7b80bc2f540956ba01b5e7ee1012001a5;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.908858835697174;0.4908073544502258
228;Fix this by making the type signed and return 1, meaning the thread is still eligible for kill, if the value is negative.;making the type signed and return 1, meaning the thread is still eligible for kill, if the value is negative;https://github.com/torvalds/linux/commit/1e11ad8dc42975d5c2bab7d478f6cd875602eda4;Remove mm->oom_disable_count entirely;its unnecessary and currently buggy;https://github.com/torvalds/linux/commit/c9f01245b6a7d77d17deaa71af10f6aca14fa24e;Contradicts;0.94746994972229;0.3621935248374939
229;Fix this by making the type signed and return 1, meaning the thread is still eligible for kill, if the value is negative.;making the type signed and return 1, meaning the thread is still eligible for kill, if the value is negative;https://github.com/torvalds/linux/commit/1e11ad8dc42975d5c2bab7d478f6cd875602eda4;This patch avoids killing current in such a condition and simply falls back to the tasklist scan.;memory still needs to be freed;https://github.com/torvalds/linux/commit/121d1ba0a019e1465a53533aea133b1b0f6b442d;Contradicts;0.9431933760643004;0.4984875321388244
230;Fix this by making the type signed and return 1, meaning the thread is still eligible for kill, if the value is negative.;making the type signed and return 1, meaning the thread is still eligible for kill, if the value is negative;https://github.com/torvalds/linux/commit/1e11ad8dc42975d5c2bab7d478f6cd875602eda4;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;https://github.com/torvalds/linux/commit/da39da3a54fed88e29024f2f1f6cd7357cd03a44;Contradicts;0.9132379293441772;0.492793321609497
231;Fix this by making the type signed and return 1, meaning the thread is still eligible for kill, if the value is negative.;making the type signed and return 1, meaning the thread is still eligible for kill, if the value is negative;https://github.com/torvalds/linux/commit/1e11ad8dc42975d5c2bab7d478f6cd875602eda4;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.951137125492096;0.4231599569320678
232;force oom kill on sysrq+f;oom;https://github.com/torvalds/linux/commit/08ab9b10d43aca091fdff58b69fc1ec89c5b8a83;This patch avoids killing current in such a condition and simply falls back to the tasklist scan.;memory still needs to be freed;https://github.com/torvalds/linux/commit/121d1ba0a019e1465a53533aea133b1b0f6b442d;Contradicts;0.9903081059455872;0.4576836824417114
233;force oom kill on sysrq+f;oom;https://github.com/torvalds/linux/commit/08ab9b10d43aca091fdff58b69fc1ec89c5b8a83;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;https://github.com/torvalds/linux/commit/da39da3a54fed88e29024f2f1f6cd7357cd03a44;Contradicts;0.9716376066207886;0.4946576654911041
234;force oom kill on sysrq+f;oom;https://github.com/torvalds/linux/commit/08ab9b10d43aca091fdff58b69fc1ec89c5b8a83;Deflate the balloon a bit instead of killing processes;If the resource manager inflated the balloon to a size where memory allocations can not be satisfied anymore, it is better to deflate the balloon a bit;https://github.com/torvalds/linux/commit/8bc719d3cab8414938f9ea6e33b58d8810d18068;Contradicts;0.9105663299560548;-0.0242639444768428
235;This patch causes SysRq+F to always kill an eligible thread;This patch can be used to force a kill even if another oom killed thread has failed to exit.;https://github.com/torvalds/linux/commit/08ab9b10d43aca091fdff58b69fc1ec89c5b8a83;This patch avoids killing current in such a condition and simply falls back to the tasklist scan.;memory still needs to be freed;https://github.com/torvalds/linux/commit/121d1ba0a019e1465a53533aea133b1b0f6b442d;Contradicts;0.9958349466323853;0.4350532293319702
236;This patch causes SysRq+F to always kill an eligible thread;This patch can be used to force a kill even if another oom killed thread has failed to exit.;https://github.com/torvalds/linux/commit/08ab9b10d43aca091fdff58b69fc1ec89c5b8a83;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;https://github.com/torvalds/linux/commit/da39da3a54fed88e29024f2f1f6cd7357cd03a44;Contradicts;0.9140267968177797;0.4261039495468139
237;Theres no need to emit any warning about the oom condition if the thread is already exiting;since it will not be killed;https://github.com/torvalds/linux/commit/8447d950e7445cae71ad66d0e33784f8388aaf9d;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9478787183761596;0.6707035899162292
238;fold oom_kill_task() into its parent function, oom_kill_process();oom_kill_task() has a single caller;https://github.com/torvalds/linux/commit/647f2bdf4a00dbcaa8964286501d68e7d2e6da93;We dont need to print the debug information for the each task, as well as play with task selection (considering tasks children), so we cant use the existing oom_kill_process();Not mentioned in the sentence;https://github.com/torvalds/linux/commit/5989ad7b5ede38d605c588981f634c08252abfc3;Contradicts;0.9629665613174438;0.5451340079307556
239;add tracepoints for debugging oom_score_adj;debugging oom_score_adj;https://github.com/torvalds/linux/commit/43d2b113241d6797b890318767e0af78e313414b;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.937024176120758;0.3833261728286743
240;fix integer overflow of points in oom_badness;integer overflow of points in oom_badness;https://github.com/torvalds/linux/commit/ff05b6f7ae762b6eb464183eec994b28ea09f6dd;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9294591546058656;0.3414736092090606
241;Remove the unnecessary return value, rename, unexport and collapse __thaw_process() into it;unnecessary return value;https://github.com/torvalds/linux/commit/a5be2d0d1a8746e7be5210e3d6b904455000443c;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9759669899940492;0.4848656356334686
242;Remove mm->oom_disable_count entirely;its unnecessary and currently buggy;https://github.com/torvalds/linux/commit/c9f01245b6a7d77d17deaa71af10f6aca14fa24e;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;https://github.com/torvalds/linux/commit/da39da3a54fed88e29024f2f1f6cd7357cd03a44;Contradicts;0.9420555233955384;0.6923775672912598
243;Remove mm->oom_disable_count entirely;its unnecessary and currently buggy;https://github.com/torvalds/linux/commit/c9f01245b6a7d77d17deaa71af10f6aca14fa24e;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9374249577522278;0.4308104515075683
244;Remove mm->oom_disable_count entirely;its unnecessary and currently buggy;https://github.com/torvalds/linux/commit/c9f01245b6a7d77d17deaa71af10f6aca14fa24e;We can trivially add both the oom memcg and task_memcg.;Now that we have a single line for the oom context.;https://github.com/torvalds/linux/commit/f0c867d9588d9efc10d6a55009c9560336673369;Contradicts;0.9654608964920044;0.4205236732959747
245;Change select_bad_process() to check ->mm after TIF_MEMDIE, but skip the tasks which have already passed exit_notify();to ensure a zombie with TIF_MEMDIE set cant block oom-killer;https://github.com/torvalds/linux/commit/c027a474a68065391c8773f6e83ed5412657e369;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9761455059051514;0.1448292881250381
246;Introduce a new oom_flags_t member in struct signal_struct;To fix this, and will be used for per-thread oom killer flags;https://github.com/torvalds/linux/commit/e1e12d2f3104be886073ac6c5c4678f30b1b9e51;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.93052339553833;0.4622876048088074
247;Instead of special casing all the possible situations between PF_EXITING getting set and a thread detaching its mm where it may allocate memory, the solution is to give all exiting threads access to memory reserves if they call the oom killer;which probably wouldnt get updated when a change is made to the exit path;https://github.com/torvalds/linux/commit/9ff4868e3051d9128a24dd330bed32011a11421d;allocate, detach its mm, and free the memory it represents;quickly;https://github.com/torvalds/linux/commit/9ff4868e3051d9128a24dd330bed32011a11421d;Contradicts;0.9028419852256776;0.4061727523803711
248;Instead of special casing all the possible situations between PF_EXITING getting set and a thread detaching its mm where it may allocate memory, the solution is to give all exiting threads access to memory reserves if they call the oom killer;which probably wouldnt get updated when a change is made to the exit path;https://github.com/torvalds/linux/commit/9ff4868e3051d9128a24dd330bed32011a11421d;CONFIG_MMU=n doesnt have oom reaper so lets stick to the original ALLOC_NO_WATERMARKS approach;CONFIG_MMU=n doesnt have oom reaper;https://github.com/torvalds/linux/commit/cd04ae1e2dc8e3651b8c427ec1b9500c6eed7b90;Contradicts;0.9063417315483092;0.6268671751022339
249;Instead of special casing all the possible situations between PF_EXITING getting set and a thread detaching its mm where it may allocate memory, the solution is to give all exiting threads access to memory reserves if they call the oom killer;which probably wouldnt get updated when a change is made to the exit path;https://github.com/torvalds/linux/commit/9ff4868e3051d9128a24dd330bed32011a11421d;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9884184002876282;0.4986031949520111
250;Instead of special casing all the possible situations between PF_EXITING getting set and a thread detaching its mm where it may allocate memory, the solution is to give all exiting threads access to memory reserves if they call the oom killer;which probably wouldnt get updated when a change is made to the exit path;https://github.com/torvalds/linux/commit/9ff4868e3051d9128a24dd330bed32011a11421d;Stick to accounting for half;Significant improvement;https://github.com/torvalds/linux/commit/9827b781f20828e5ceb911b879f268f78fe90815;Contradicts;0.9203295707702636;0.3557396531105041
251;Instead of special casing all the possible situations between PF_EXITING getting set and a thread detaching its mm where it may allocate memory, the solution is to give all exiting threads access to memory reserves if they call the oom killer;which probably wouldnt get updated when a change is made to the exit path;https://github.com/torvalds/linux/commit/9ff4868e3051d9128a24dd330bed32011a11421d;We dont need to print the debug information for the each task, as well as play with task selection (considering tasks children), so we cant use the existing oom_kill_process();Not mentioned in the sentence;https://github.com/torvalds/linux/commit/5989ad7b5ede38d605c588981f634c08252abfc3;Contradicts;0.9206064343452454;0.638706624507904
252;allocate, detach its mm, and free the memory it represents;quickly;https://github.com/torvalds/linux/commit/9ff4868e3051d9128a24dd330bed32011a11421d;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.945212185382843;0.5054140686988831
253;Instead of only deferring for PF_EXITING and !task->robust_list, give them access to memory reserves;To prevent a potential livelock and avoid the same problem caused by future faults in the exit path;https://github.com/torvalds/linux/commit/9ff4868e3051d9128a24dd330bed32011a11421d;CONFIG_MMU=n doesnt have oom reaper so lets stick to the original ALLOC_NO_WATERMARKS approach;CONFIG_MMU=n doesnt have oom reaper;https://github.com/torvalds/linux/commit/cd04ae1e2dc8e3651b8c427ec1b9500c6eed7b90;Contradicts;0.9276539087295532;0.3056136071681976
254;Instead of only deferring for PF_EXITING and !task->robust_list, give them access to memory reserves;To prevent a potential livelock and avoid the same problem caused by future faults in the exit path;https://github.com/torvalds/linux/commit/9ff4868e3051d9128a24dd330bed32011a11421d;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.984666347503662;0.4601130187511444
255;remove deprecated oom_adj;deprecated;https://github.com/torvalds/linux/commit/01dc52ebdf472f77cca623ca693ca24cfc0f1bbe;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9342368245124816;0.5239015817642212
256;try to reduce the amount of time the readside is held for oom kills;Since exiting tasks require write_lock_irq(&tasklist_lock) several times;https://github.com/torvalds/linux/commit/6b0c81b3be114a93f79bd4c5639ade5107d77c21;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;https://github.com/torvalds/linux/commit/da39da3a54fed88e29024f2f1f6cd7357cd03a44;Contradicts;0.925212025642395;0.4607633948326111
257;try to reduce the amount of time the readside is held for oom kills;Since exiting tasks require write_lock_irq(&tasklist_lock) several times;https://github.com/torvalds/linux/commit/6b0c81b3be114a93f79bd4c5639ade5107d77c21;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9486982226371764;0.3519814312458038
258;Introduces a separate oom handler for memcgs;So that they do not require tasklist_lock for as much time;https://github.com/torvalds/linux/commit/9cbb78bb314360a860a8b23723971cb6fcb54176;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9570054411888124;0.5999139547348022
259;Introduces a separate oom handler for memcgs;So that they do not require tasklist_lock for as much time;https://github.com/torvalds/linux/commit/9cbb78bb314360a860a8b23723971cb6fcb54176;Use a single linked list;Save a word in task_struct;https://github.com/torvalds/linux/commit/29c696e1c6eceb5db6b21f0c89495fcfcd40c0eb;Contradicts;0.9543251991271972;0.5751737952232361
