level_0;index;message_preprocessed;Decision;Rationale;URL;web_url
398;1157;mm, oom: remove redundant sleep in pagefault oom handler;remove redundant sleep in pagefault oom handler;redundant sleep;https://api.github.com/repos/torvalds/linux/git/commits/0fa84a4bfa2aac8c04d45351b40765d61e1fd20d;https://github.com/torvalds/linux/commit/0fa84a4bfa2aac8c04d45351b40765d61e1fd20d
399;1160;mm, oom: cleanup pagefault oom handler;cleanup pagefault oom handler;mm, oom;https://api.github.com/repos/torvalds/linux/git/commits/efacd02e4f57d94e934ba5c84f10f8ce91158770;https://github.com/torvalds/linux/commit/efacd02e4f57d94e934ba5c84f10f8ce91158770
401;1166;"The code here need to handle with the nodes which have memory, we should
use N_MEMORY instead.";use N_MEMORY instead;handle with the nodes which have memory,;https://api.github.com/repos/torvalds/linux/git/commits/bd3a66c1cdf31274489cc1b5ace879695a5a1797;https://github.com/torvalds/linux/commit/bd3a66c1cdf31274489cc1b5ace879695a5a1797
403;1172;"To fix this, introduce a new oom_flags_t member in struct signal_struct
that will be used for per-thread oom killer flags";Introduce a new oom_flags_t member in struct signal_struct;To fix this, and will be used for per-thread oom killer flags;https://api.github.com/repos/torvalds/linux/git/commits/e1e12d2f3104be886073ac6c5c4678f30b1b9e51;https://github.com/torvalds/linux/commit/e1e12d2f3104be886073ac6c5c4678f30b1b9e51
406;1176;"The maximum oom_score_adj is 1000 and the minimum oom_score_adj is -1000,
so this range can be represented by the signed short type with no
functional change";The range can be represented by the signed short type;This range can be represented by the signed short type with no functional change;https://api.github.com/repos/torvalds/linux/git/commits/a9c58b907dbc6821533dfc295b63caf111ff1f16;https://github.com/torvalds/linux/commit/a9c58b907dbc6821533dfc295b63caf111ff1f16
408;1184;"Instead of special casing all the possible situations between PF_EXITING
getting set and a thread detaching its mm where it may allocate memory,
which probably wouldn't get updated when a change is made to the exit
path, the solution is to give all exiting threads access to memory
reserves if they call the oom killer";Instead of special casing all the possible situations between PF_EXITING getting set and a thread detaching its mm where it may allocate memory, the solution is to give all exiting threads access to memory reserves if they call the oom killer;which probably wouldn't get updated when a change is made to the exit path;https://api.github.com/repos/torvalds/linux/git/commits/9ff4868e3051d9128a24dd330bed32011a11421d;https://github.com/torvalds/linux/commit/9ff4868e3051d9128a24dd330bed32011a11421d
409;1185;" This allows them to quickly
allocate, detach its mm, and free the memory it represents";allocate, detach its mm, and free the memory it represents;quickly;https://api.github.com/repos/torvalds/linux/git/commits/9ff4868e3051d9128a24dd330bed32011a11421d;https://github.com/torvalds/linux/commit/9ff4868e3051d9128a24dd330bed32011a11421d
410;1189;": So instead of only deferring for PF_EXITING and !task->robust_list, it's
: better to just give them access to memory reserves to prevent a potential
: livelock so that any other faults that may be introduced in the future in
: the exit path don't cause the same problem (and hopefully we don't allow
: too many of those!).";Instead of only deferring for PF_EXITING and !task->robust_list, give them access to memory reserves;To prevent a potential livelock and avoid the same problem caused by future faults in the exit path;https://api.github.com/repos/torvalds/linux/git/commits/9ff4868e3051d9128a24dd330bed32011a11421d;https://github.com/torvalds/linux/commit/9ff4868e3051d9128a24dd330bed32011a11421d
411;1190;oom: remove deprecated oom_adj;remove deprecated oom_adj;deprecated;https://api.github.com/repos/torvalds/linux/git/commits/01dc52ebdf472f77cca623ca693ca24cfc0f1bbe;https://github.com/torvalds/linux/commit/01dc52ebdf472f77cca623ca693ca24cfc0f1bbe
415;1195;mm, oom: reduce dependency on tasklist_lock;reduce dependency on tasklist_lock;reduce dependency;https://api.github.com/repos/torvalds/linux/git/commits/6b0c81b3be114a93f79bd4c5639ade5107d77c21;https://github.com/torvalds/linux/commit/6b0c81b3be114a93f79bd4c5639ade5107d77c21
416;1196;"Since exiting tasks require write_lock_irq(&tasklist_lock) several times,
try to reduce the amount of time the readside is held for oom kills";try to reduce the amount of time the readside is held for oom kills;Since exiting tasks require write_lock_irq(&tasklist_lock) several times;https://api.github.com/repos/torvalds/linux/git/commits/6b0c81b3be114a93f79bd4c5639ade5107d77c21;https://github.com/torvalds/linux/commit/6b0c81b3be114a93f79bd4c5639ade5107d77c21
417;1209;"This patch introduces a seperate oom handler for memcgs so that they do
not require tasklist_lock for as much time";Introduces a separate oom handler for memcgs;So that they do not require tasklist_lock for as much time;https://api.github.com/repos/torvalds/linux/git/commits/9cbb78bb314360a860a8b23723971cb6fcb54176;https://github.com/torvalds/linux/commit/9cbb78bb314360a860a8b23723971cb6fcb54176
418;1212;" So while this
isn't a complete solution to tasklist_lock starvation, it significantly
reduces the amount of time that it is held.";significantly reduces the amount of time that it is held;isn't a complete solution to tasklist_lock starvation;https://api.github.com/repos/torvalds/linux/git/commits/9cbb78bb314360a860a8b23723971cb6fcb54176;https://github.com/torvalds/linux/commit/9cbb78bb314360a860a8b23723971cb6fcb54176
419;1213;mm, oom: introduce helper function to process threads during scan;introduce helper function to process threads during scan;to process threads during scan;https://api.github.com/repos/torvalds/linux/git/commits/462607ecc519b197f7b5cc6b024a1c26fa6fc0ac;https://github.com/torvalds/linux/commit/462607ecc519b197f7b5cc6b024a1c26fa6fc0ac
421;1215;" A new return type, enum oom_scan_t, is
defined to determine the future behavior of the iteration";A new return type, enum oom_scan_t, is defined;to determine the future behavior of the iteration;https://api.github.com/repos/torvalds/linux/git/commits/462607ecc519b197f7b5cc6b024a1c26fa6fc0ac;https://github.com/torvalds/linux/commit/462607ecc519b197f7b5cc6b024a1c26fa6fc0ac
423;1221;mm, oom: fix potential killing of thread that is disabled from oom killing;fix potential killing of thread that is disabled from oom killing;potential killing of thread that is disabled from oom killing;https://api.github.com/repos/torvalds/linux/git/commits/121d1ba0a019e1465a53533aea133b1b0f6b442d;https://github.com/torvalds/linux/commit/121d1ba0a019e1465a53533aea133b1b0f6b442d
424;1224;"This patch avoids killing current in such a condition and simply falls
back to the tasklist scan since memory still needs to be freed.";This patch avoids killing current in such a condition and simply falls back to the tasklist scan.;memory still needs to be freed;https://api.github.com/repos/torvalds/linux/git/commits/121d1ba0a019e1465a53533aea133b1b0f6b442d;https://github.com/torvalds/linux/commit/121d1ba0a019e1465a53533aea133b1b0f6b442d
426;1226;"Fix kernel-doc warnings such as
  Warning(../mm/page_cgroup.c:432): No description found for parameter 'id'
  Warning(../mm/page_cgroup.c:432): Excess function parameter 'mem' description in 'swap_cgroup_record'";Fix kernel-doc warnings such as;No description found for parameter 'id', Excess function parameter 'mem' description in 'swap_cgroup_record';https://api.github.com/repos/torvalds/linux/git/commits/dad7557eb705688040aac134efa5418b66d5ed92;https://github.com/torvalds/linux/commit/dad7557eb705688040aac134efa5418b66d5ed92
428;1229;"Fix this by making the type signed and return 1, meaning the thread is
still eligible for kill, if the value is negative.";Fix this by making the type signed and return 1, meaning the thread is still eligible for kill, if the value is negative.;making the type signed and return 1, meaning the thread is still eligible for kill, if the value is negative;https://api.github.com/repos/torvalds/linux/git/commits/1e11ad8dc42975d5c2bab7d478f6cd875602eda4;https://github.com/torvalds/linux/commit/1e11ad8dc42975d5c2bab7d478f6cd875602eda4
430;1240;" The rest of the users
of struct cred are left for other patches as there are too many changes to make
in one go and leave the change reviewable";The rest of the users of struct cred are left for other patches;there are too many changes to make in one go and leave the change reviewable;https://api.github.com/repos/torvalds/linux/git/commits/078de5f706ece36afd73bb4b8283314132d2dfdf;https://github.com/torvalds/linux/commit/078de5f706ece36afd73bb4b8283314132d2dfdf
431;1251;mm, oom: force oom kill on sysrq+f;force oom kill on sysrq+f;oom;https://api.github.com/repos/torvalds/linux/git/commits/08ab9b10d43aca091fdff58b69fc1ec89c5b8a83;https://github.com/torvalds/linux/commit/08ab9b10d43aca091fdff58b69fc1ec89c5b8a83
432;1257;" This
patch causes SysRq+F to always kill an eligible thread and can be used to
force a kill even if another oom killed thread has failed to exit.";This patch causes SysRq+F to always kill an eligible thread;This patch can be used to force a kill even if another oom killed thread has failed to exit.;https://api.github.com/repos/torvalds/linux/git/commits/08ab9b10d43aca091fdff58b69fc1ec89c5b8a83;https://github.com/torvalds/linux/commit/08ab9b10d43aca091fdff58b69fc1ec89c5b8a83
434;1267;"There's no need to emit any warning about the oom condition if the thread
is already exiting since it will not be killed";There's no need to emit any warning about the oom condition if the thread is already exiting;since it will not be killed;https://api.github.com/repos/torvalds/linux/git/commits/8447d950e7445cae71ad66d0e33784f8388aaf9d;https://github.com/torvalds/linux/commit/8447d950e7445cae71ad66d0e33784f8388aaf9d
435;1268;" In this condition, just
silently return the oom killer since its only giving access to memory
reserves and is otherwise a no-op.";silently return the oom killer;its only giving access to memory reserves and is otherwise a no-op;https://api.github.com/repos/torvalds/linux/git/commits/8447d950e7445cae71ad66d0e33784f8388aaf9d;https://github.com/torvalds/linux/commit/8447d950e7445cae71ad66d0e33784f8388aaf9d
436;1270;"oom_kill_task() has a single caller, so fold it into its parent function,
oom_kill_process()";fold oom_kill_task() into its parent function, oom_kill_process();oom_kill_task() has a single caller;https://api.github.com/repos/torvalds/linux/git/commits/647f2bdf4a00dbcaa8964286501d68e7d2e6da93;https://github.com/torvalds/linux/commit/647f2bdf4a00dbcaa8964286501d68e7d2e6da93
437;1272;mm, oom: avoid looping when chosen thread detaches its mm;avoid looping when chosen thread detaches its mm;mm, oom;https://api.github.com/repos/torvalds/linux/git/commits/2a1c9b1fc0a0ea2e30cdeb69062647c5c5ae661f;https://github.com/torvalds/linux/commit/2a1c9b1fc0a0ea2e30cdeb69062647c5c5ae661f
438;1274;"In such a case, it's better to just return to the page allocator and retry
the allocation because memory could have been freed in the interim and the
oom condition may no longer exist";return to the page allocator and retry the allocation;memory could have been freed in the interim and the oom condition may no longer exist;https://api.github.com/repos/torvalds/linux/git/commits/2a1c9b1fc0a0ea2e30cdeb69062647c5c5ae661f;https://github.com/torvalds/linux/commit/2a1c9b1fc0a0ea2e30cdeb69062647c5c5ae661f
440;1282;tracepoint: add tracepoints for debugging oom_score_adj;add tracepoints for debugging oom_score_adj;debugging oom_score_adj;https://api.github.com/repos/torvalds/linux/git/commits/43d2b113241d6797b890318767e0af78e313414b;https://github.com/torvalds/linux/commit/43d2b113241d6797b890318767e0af78e313414b
441;1286;This patch adds some tracepoints useful for debugging;adds some tracepoints useful for debugging;useful for debugging;https://api.github.com/repos/torvalds/linux/git/commits/43d2b113241d6797b890318767e0af78e313414b;https://github.com/torvalds/linux/commit/43d2b113241d6797b890318767e0af78e313414b
442;1290;oom: fix integer overflow of points in oom_badness;fix integer overflow of points in oom_badness;integer overflow of points in oom_badness;https://api.github.com/repos/torvalds/linux/git/commits/ff05b6f7ae762b6eb464183eec994b28ea09f6dd;https://github.com/torvalds/linux/commit/ff05b6f7ae762b6eb464183eec994b28ea09f6dd
443;1298;"The points variable should be of type long instead of int to prevent the
int overflow.";The points variable should be of type long instead of int;to prevent the int overflow;https://api.github.com/repos/torvalds/linux/git/commits/ff05b6f7ae762b6eb464183eec994b28ea09f6dd;https://github.com/torvalds/linux/commit/ff05b6f7ae762b6eb464183eec994b28ea09f6dd
445;1301;" Remove the unnecessary return value, rename, unexport and
collapse __thaw_process() into it";Remove the unnecessary return value, rename, unexport and collapse __thaw_process() into it;unnecessary return value;https://api.github.com/repos/torvalds/linux/git/commits/a5be2d0d1a8746e7be5210e3d6b904455000443c;https://github.com/torvalds/linux/commit/a5be2d0d1a8746e7be5210e3d6b904455000443c
447;1317;"To fix this, a new compare_swap_oom_score_adj() function is introduced
with the same semantics as the compare and swap CAS instruction, or
CMPXCHG on x86";A new compare_swap_oom_score_adj() function is introduced;To fix this, with the same semantics as the compare and swap CAS instruction, or CMPXCHG on x86;https://api.github.com/repos/torvalds/linux/git/commits/43362a4977e37db46f86f7e6ab935f0006956632;https://github.com/torvalds/linux/commit/43362a4977e37db46f86f7e6ab935f0006956632
448;1320;"This removes mm->oom_disable_count entirely since it's unnecessary and
currently buggy";Remove mm->oom_disable_count entirely;it's unnecessary and currently buggy;https://api.github.com/repos/torvalds/linux/git/commits/c9f01245b6a7d77d17deaa71af10f6aca14fa24e;https://github.com/torvalds/linux/commit/c9f01245b6a7d77d17deaa71af10f6aca14fa24e
449;1323;" The counter could be fixed to represent all
threads sharing the same mm, but it's better to remove the count since";Remove the count;It's better to remove the count;https://api.github.com/repos/torvalds/linux/git/commits/c9f01245b6a7d77d17deaa71af10f6aca14fa24e;https://github.com/torvalds/linux/commit/c9f01245b6a7d77d17deaa71af10f6aca14fa24e
451;1337;"Change select_bad_process() to check ->mm after TIF_MEMDIE, but skip
the tasks which have already passed exit_notify() to ensure a zombie
with TIF_MEMDIE set can't block oom-killer";Change select_bad_process() to check ->mm after TIF_MEMDIE, but skip the tasks which have already passed exit_notify();to ensure a zombie with TIF_MEMDIE set can't block oom-killer;https://api.github.com/repos/torvalds/linux/git/commits/c027a474a68065391c8773f6e83ed5412657e369;https://github.com/torvalds/linux/commit/c027a474a68065391c8773f6e83ed5412657e369
452;1341;"The prototype for the old function still existed in linux/oom.h, so remove
it";remove the prototype for the old function;the prototype still existed;https://api.github.com/repos/torvalds/linux/git/commits/11239836c04b50ba8453ec58ca7a7bd716ef02c1;https://github.com/torvalds/linux/commit/11239836c04b50ba8453ec58ca7a7bd716ef02c1
454;1346;" Kill it and directly access
->ptrace instead";Kill it and directly access;directly access;https://api.github.com/repos/torvalds/linux/git/commits/d21142ece414ce1088cfcae760689aa60d6fee80;https://github.com/torvalds/linux/commit/d21142ece414ce1088cfcae760689aa60d6fee80
455;1353;"This patch removes PF_OOM_ORIGIN since its behavior is equivalent to
setting the process's oom_score_adj to OOM_SCORE_ADJ_MAX";removes PF_OOM_ORIGIN;behavior is equivalent to setting the process's oom_score_adj to OOM_SCORE_ADJ_MAX;https://api.github.com/repos/torvalds/linux/git/commits/72788c385604523422592249c19cba0187021e9b;https://github.com/torvalds/linux/commit/72788c385604523422592249c19cba0187021e9b
457;1372;"	show_mem.c:(.text+0x1f4): multiple definition of `show_mem'
	arch/sparc/mm/built-in.o:(.text+0xd70): first defined here
The fix is to remove __show_mem() and add its argument to show_mem() in
all implementations to prevent this breakage";The fix is to remove __show_mem() and add its argument to show_mem() in all implementations;to prevent this breakage;https://api.github.com/repos/torvalds/linux/git/commits/b2b755b5f10eb32fbdc73a9907c07006b17f714b;https://github.com/torvalds/linux/commit/b2b755b5f10eb32fbdc73a9907c07006b17f714b
458;1373;"Architectures that implement their own show_mem() actually don't do
anything with the argument yet, but they could be made to filter nodes
that aren't allowed in the current context in the future just like the
generic implementation.";Architectures that implement their own show_mem() actually don't do anything with the argument yet, but they could be made to filter nodes that aren't allowed in the current context in the future just like the generic implementation.;They could be made to filter nodes that aren't allowed in the current context in the future just like the generic implementation.;https://api.github.com/repos/torvalds/linux/git/commits/b2b755b5f10eb32fbdc73a9907c07006b17f714b;https://github.com/torvalds/linux/commit/b2b755b5f10eb32fbdc73a9907c07006b17f714b
459;1375;"When a memcg is oom and current has already received a SIGKILL, then give
it access to memory reserves with a higher scheduling priority so that it
may quickly exit and free its memory";Give it access to memory reserves with a higher scheduling priority;so that it may quickly exit and free its memory;https://api.github.com/repos/torvalds/linux/git/commits/f9434ad1552427fab49336e1a6e3ef121895b9d1;https://github.com/torvalds/linux/commit/f9434ad1552427fab49336e1a6e3ef121895b9d1
460;1376;"This is identical to the global oom killer and is done even before
checking for panic_on_oom: a pending SIGKILL here while panic_on_oom is
selected is guaranteed to have come from userspace; the thread only needs
access to memory reserves to exit and thus we don't unnecessarily panic
the machine until the kernel has no last resort to free memory.";"This is identical to the global oom killer and is done even before checking for panic_on_oom: a pending SIGKILL here while panic_on_oom is selected is guaranteed to have come from userspace; the thread only needs access to memory reserves to exit and thus we don't unnecessarily panic the machine until the kernel has no last resort to free memory.";the thread only needs access to memory reserves to exit and thus we don't unnecessarily panic the machine until the kernel has no last resort to free memory;https://api.github.com/repos/torvalds/linux/git/commits/f9434ad1552427fab49336e1a6e3ef121895b9d1;https://github.com/torvalds/linux/commit/f9434ad1552427fab49336e1a6e3ef121895b9d1
461;1379;" This verbosity can often be harmful if it causes other
important messages to be scrolled from the kernel log and incurs a
signicant time delay, specifically for kernels with CONFIG_NODES_SHIFT >
This patch causes only memory information to be displayed for nodes that
are allowed by current's cpuset when dumping the VM state";This patch causes only memory information to be displayed for nodes that are allowed by current's cpuset when dumping the VM state;to prevent verbosity that can be harmful and cause other important messages to be scrolled from the kernel log and incur a significant time delay;https://api.github.com/repos/torvalds/linux/git/commits/ddd588b5dd55f14320379961e47683db4e4c1d90;https://github.com/torvalds/linux/commit/ddd588b5dd55f14320379961e47683db4e4c1d90
462;1380;" Information
for all other nodes is irrelevant to the oom condition; we don't care if
there's an abundance of memory elsewhere if we can't access it";Information for all other nodes is irrelevant to the oom condition;we don't care if there's an abundance of memory elsewhere if we can't access it;https://api.github.com/repos/torvalds/linux/git/commits/ddd588b5dd55f14320379961e47683db4e4c1d90;https://github.com/torvalds/linux/commit/ddd588b5dd55f14320379961e47683db4e4c1d90
463;1383;"Additionally, the per-cpu pageset statistics are extremely verbose in oom
killer output, so it is now suppressed";per-cpu pageset statistics are now suppressed;extremely verbose in oom killer output;https://api.github.com/repos/torvalds/linux/git/commits/ddd588b5dd55f14320379961e47683db4e4c1d90;https://github.com/torvalds/linux/commit/ddd588b5dd55f14320379961e47683db4e4c1d90
464;1391;" The oom killer does not want
to defer in this case since there is no guarantee that thread will ever
exit without intervention";The oom killer does not want to defer in this case;there is no guarantee that thread will ever exit without intervention;https://api.github.com/repos/torvalds/linux/git/commits/edd45544c6f09550df0a5491aa8a07af24767e73;https://github.com/torvalds/linux/commit/edd45544c6f09550df0a5491aa8a07af24767e73
465;1393;" It also ensures
that a child is sacrificed for the chosen parent only if it has a
different ->mm as the comment implies: this ensures that the thread group
leader is always targeted appropriately.";Sacrifice a child for the chosen parent only if it has a different mm.;This ensures that the thread group leader is always targeted appropriately.;https://api.github.com/repos/torvalds/linux/git/commits/edd45544c6f09550df0a5491aa8a07af24767e73;https://github.com/torvalds/linux/commit/edd45544c6f09550df0a5491aa8a07af24767e73
466;1394;oom: skip zombies when iterating tasklist;skip zombies when iterating tasklist;oom;https://api.github.com/repos/torvalds/linux/git/commits/30e2b41f20b6238f51e7cffb879c7a0f0073f5fe;https://github.com/torvalds/linux/commit/30e2b41f20b6238f51e7cffb879c7a0f0073f5fe
467;1396;" Memory needs to be freed, so find kill
other threads that pin the same ->mm or find another task to kill.";Find kill other threads that pin the same ->mm or find another task to kill.;Memory needs to be freed.;https://api.github.com/repos/torvalds/linux/git/commits/30e2b41f20b6238f51e7cffb879c7a0f0073f5fe;https://github.com/torvalds/linux/commit/30e2b41f20b6238f51e7cffb879c7a0f0073f5fe
468;1397;oom: prevent unnecessary oom kills or kernel panics;prevent unnecessary oom kills or kernel panics;unnecessary oom kills or kernel panics;https://api.github.com/repos/torvalds/linux/git/commits/3a5dda7a17cf3706f79b86293f29db02d61e0d48;https://github.com/torvalds/linux/commit/3a5dda7a17cf3706f79b86293f29db02d61e0d48
469;1398;"This patch prevents unnecessary oom kills or kernel panics by reverting
two commits";reverting two commits;prevents unnecessary oom kills or kernel panics;https://api.github.com/repos/torvalds/linux/git/commits/3a5dda7a17cf3706f79b86293f29db02d61e0d48;https://github.com/torvalds/linux/commit/3a5dda7a17cf3706f79b86293f29db02d61e0d48
470;1399;"	495789a5 (oom: make oom_score to per-process value)
	cef1d352 (oom: multi threaded process coredump don't make deadlock)
First, 495789a5 (oom: make oom_score to per-process value) ignores the
fact that all threads in a thread group do not necessarily exit at the
same time";Ignore the fact that all threads in a thread group do not necessarily exit at the same time;495789a5 (oom: make oom_score to per-process value);https://api.github.com/repos/torvalds/linux/git/commits/3a5dda7a17cf3706f79b86293f29db02d61e0d48;https://github.com/torvalds/linux/commit/3a5dda7a17cf3706f79b86293f29db02d61e0d48
471;1400;"It is imperative that select_bad_process() detect threads that are in the
exit path, specifically those with PF_EXITING set, to prevent needlessly
killing additional tasks";detect threads that are in the exit path, specifically those with PF_EXITING set;to prevent needlessly killing additional tasks;https://api.github.com/repos/torvalds/linux/git/commits/3a5dda7a17cf3706f79b86293f29db02d61e0d48;https://github.com/torvalds/linux/commit/3a5dda7a17cf3706f79b86293f29db02d61e0d48
476;1415;"Also, ""children has a different mm"" doesn't match the reality, we should
check child->mm != t->mm";check child->mm != t->mm;"""children has a different mm"" doesn't match the reality";https://api.github.com/repos/torvalds/linux/git/commits/dc1b83ab08f1954335692cdcd499f78c94f4c42a;https://github.com/torvalds/linux/commit/dc1b83ab08f1954335692cdcd499f78c94f4c42a
477;1416;" This check is not exactly correct if t->mm ==
NULL but this doesn't really matter, oom_kill_task() will kill them
anyway";oom_kill_task() will kill them anyway;t->mm == NULL doesn't really matter;https://api.github.com/repos/torvalds/linux/git/commits/dc1b83ab08f1954335692cdcd499f78c94f4c42a;https://github.com/torvalds/linux/commit/dc1b83ab08f1954335692cdcd499f78c94f4c42a
478;1420;"This patch reintroduces the code removed in 8c5cd6f3 (oom: oom_kill
doesn't kill vfork parent (or child)) since it is obsoleted";This patch reintroduces the code removed in 8c5cd6f3;it is obsoleted;https://api.github.com/repos/torvalds/linux/git/commits/1e99bad0d9c12a4aaa60cd812c84ef152564bcf5;https://github.com/torvalds/linux/commit/1e99bad0d9c12a4aaa60cd812c84ef152564bcf5
479;1422;" Thus, we're safe to issue a
SIGKILL to any thread sharing the same mm";Issue a SIGKILL to any thread sharing the same mm;We're safe;https://api.github.com/repos/torvalds/linux/git/commits/1e99bad0d9c12a4aaa60cd812c84ef152564bcf5;https://github.com/torvalds/linux/commit/1e99bad0d9c12a4aaa60cd812c84ef152564bcf5
481;1427;" We care more about preventing the livelock than incurring the
additional tasklist in the oom killer when a task has been killed";Preventing the livelock;caring more about preventing the livelock;https://api.github.com/repos/torvalds/linux/git/commits/1e99bad0d9c12a4aaa60cd812c84ef152564bcf5;https://github.com/torvalds/linux/commit/1e99bad0d9c12a4aaa60cd812c84ef152564bcf5
482;1430;oom: avoid killing a task if a thread sharing its mm cannot be killed;avoid killing a task if a thread sharing its mm cannot be killed;a thread sharing its mm cannot be killed;https://api.github.com/repos/torvalds/linux/git/commits/e18641e19a9204f241f04a5ac700168dcd18de4f;https://github.com/torvalds/linux/commit/e18641e19a9204f241f04a5ac700168dcd18de4f
483;1437;"The tasklist dump should be filtered to only those tasks that are eligible
for oom kill";Filter the tasklist dump to only those tasks that are eligible for oom kill.;Those tasks that are eligible for oom kill.;https://api.github.com/repos/torvalds/linux/git/commits/e85bfd3aa7a34fa963bb268a676b41694e6dcf96;https://github.com/torvalds/linux/commit/e85bfd3aa7a34fa963bb268a676b41694e6dcf96
484;1439;"In addition to suppressing irrelevant information, this also reduces
confusion since users currently don't know which tasks in the tasklist
aren't eligible for kill (such as those attached to cpusets or bound to
mempolicies with a disjoint set of mems or nodes, respectively) since that
information is not shown.";Reduces confusion;Users currently don't know which tasks in the tasklist aren't eligible for kill;https://api.github.com/repos/torvalds/linux/git/commits/e85bfd3aa7a34fa963bb268a676b41694e6dcf96;https://github.com/torvalds/linux/commit/e85bfd3aa7a34fa963bb268a676b41694e6dcf96
485;1446;"This patch ensures that the badness score of any eligible task is never 0
so the machine doesn't unnecessarily panic because it cannot find a task
to kill.";This patch ensures that the badness score of any eligible task is never 0;so the machine doesn't unnecessarily panic because it cannot find a task to kill.;https://api.github.com/repos/torvalds/linux/git/commits/f19e8aa11afa24036c6273428da51949b5acf30c;https://github.com/torvalds/linux/commit/f19e8aa11afa24036c6273428da51949b5acf30c
488;1451;oom: fix NULL pointer dereference;fix NULL pointer dereference;NULL pointer dereference;https://api.github.com/repos/torvalds/linux/git/commits/be71cf2202971e50ce4953d473649c724799eb8a;https://github.com/torvalds/linux/commit/be71cf2202971e50ce4953d473649c724799eb8a
489;1460;" The goal is to
make it as simple and predictable as possible so the results are better
understood and we end up killing the task which will lead to the most
memory freeing while still respecting the fine-tuning from userspace";make it as simple and predictable as possible;so the results are better understood and we end up killing the task which will lead to the most memory freeing while still respecting the fine-tuning from userspace;https://api.github.com/repos/torvalds/linux/git/commits/a63d83f427fbce97a6cea0db2e64b0eb8435cd10;https://github.com/torvalds/linux/commit/a63d83f427fbce97a6cea0db2e64b0eb8435cd10
491;1463;" This helps specifically in cases where KDE or
GNOME is chosen for oom kill on desktop systems instead of a memory
hogging task";KDE or GNOME is chosen for oom kill on desktop systems;help specifically in cases where;https://api.github.com/repos/torvalds/linux/git/commits/a63d83f427fbce97a6cea0db2e64b0eb8435cd10;https://github.com/torvalds/linux/commit/a63d83f427fbce97a6cea0db2e64b0eb8435cd10
492;1469;" In the event of two tasks consuming similar amounts of
memory, it is generally better to save root's task";save root's task;better to save;https://api.github.com/repos/torvalds/linux/git/commits/a63d83f427fbce97a6cea0db2e64b0eb8435cd10;https://github.com/torvalds/linux/commit/a63d83f427fbce97a6cea0db2e64b0eb8435cd10
493;1470;"Because of the change in the badness() heuristic's baseline, it is also
necessary to introduce a new user interface to tune it";introduce a new user interface to tune it;Because of the change in the badness() heuristic's baseline;https://api.github.com/repos/torvalds/linux/git/commits/a63d83f427fbce97a6cea0db2e64b0eb8435cd10;https://github.com/torvalds/linux/commit/a63d83f427fbce97a6cea0db2e64b0eb8435cd10
494;1471;" It's not possible
to redefine the meaning of /proc/pid/oom_adj with a new scale since the
ABI cannot be changed for backward compatability";Redefine the meaning of /proc/pid/oom_adj with a new scale;The ABI cannot be changed for backward compatibility;https://api.github.com/repos/torvalds/linux/git/commits/a63d83f427fbce97a6cea0db2e64b0eb8435cd10;https://github.com/torvalds/linux/commit/a63d83f427fbce97a6cea0db2e64b0eb8435cd10
495;1478;" This is required
so the ABI is not broken with userspace applications and allows oom_adj to
be deprecated for future removal.";ABI is not broken with userspace applications and allows oom_adj to be deprecated for future removal;This is required;https://api.github.com/repos/torvalds/linux/git/commits/a63d83f427fbce97a6cea0db2e64b0eb8435cd10;https://github.com/torvalds/linux/commit/a63d83f427fbce97a6cea0db2e64b0eb8435cd10
497;1487;I think we can remove this dubious PF_EXITING check;Remove this dubious PF_EXITING check;dubious;https://api.github.com/repos/torvalds/linux/git/commits/cef1d3523d33ebc35fc29e454b1f4bab953fabbf;https://github.com/torvalds/linux/commit/cef1d3523d33ebc35fc29e454b1f4bab953fabbf
498;1488;"but as first step,
This patch add the protection of multi threaded issue.";add the protection of multi threaded issue;protection of multi threaded issue;https://api.github.com/repos/torvalds/linux/git/commits/cef1d3523d33ebc35fc29e454b1f4bab953fabbf;https://github.com/torvalds/linux/commit/cef1d3523d33ebc35fc29e454b1f4bab953fabbf
499;1493;"It sounds plausible giving the dying task an even higher priority to be
sure it will be scheduled sooner and free the desired memory";giving the dying task an even higher priority;to be sure it will be scheduled sooner and free the desired memory;https://api.github.com/repos/torvalds/linux/git/commits/93b43fa55088fe977503a156d1097cc2055449a2;https://github.com/torvalds/linux/commit/93b43fa55088fe977503a156d1097cc2055449a2
500;1494;" It was
suggested on LKML using SCHED_FIFO:1, the lowest RT priority so that this
task won't interfere with any running RT task";Using SCHED_FIFO:1 with the lowest RT priority;This task won't interfere with any running RT task;https://api.github.com/repos/torvalds/linux/git/commits/93b43fa55088fe977503a156d1097cc2055449a2;https://github.com/torvalds/linux/commit/93b43fa55088fe977503a156d1097cc2055449a2
501;1496;" Another good
suggestion, implemented here, was to avoid boosting the dying task
priority in case of mem_cgroup OOM.";to avoid boosting the dying task priority in case of mem_cgroup OOM;Another good suggestion implemented here;https://api.github.com/repos/torvalds/linux/git/commits/93b43fa55088fe977503a156d1097cc2055449a2;https://github.com/torvalds/linux/commit/93b43fa55088fe977503a156d1097cc2055449a2
